committee	committee_name	industry	industry_name	sector	donations
HVET	Veterans' Affairs (H)	N13	Chemical & Related Manufacturing	Misc Business	84700
HVET	Veterans' Affairs (H)	N14	Steel Production	Misc Business	24925
HVET	Veterans' Affairs (H)	M01	Air Transport	Transportation	283010
HVET	Veterans' Affairs (H)	M02	Automotive	Transportation	377911
HVET	Veterans' Affairs (H)	M03	Trucking	Transportation	131490
HVET	Veterans' Affairs (H)	M04	Railroads	Transportation	210647
HVET	Veterans' Affairs (H)	M05	Sea Transport	Transportation	44950
HVET	Veterans' Affairs (H)	N08	Lodging/Tourism	Misc Business	125077
HVET	Veterans' Affairs (H)	W06	Retired	Other	2309460
HVET	Veterans' Affairs (H)	W03	Civil Servants/Public Officials	Other	102341
HVET	Veterans' Affairs (H)	W02	Non-Profit Institutions	Other	99671
HVET	Veterans' Affairs (H)	W05	Clergy & Religious Organizations	Other	19958
HVET	Veterans' Affairs (H)	Q16	Candidate Committees	Ideological/Single-Issue	648726
HVET	Veterans' Affairs (H)	Q12	Gun Control	Ideological/Single-Issue	4774
HVET	Veterans' Affairs (H)	N16	Textiles	Misc Business	3900
HWAY	Ways and Means (H)	A01	Crop Production & Basic Processing	Agribusiness	1014929
HWAY	Ways and Means (H)	A02	Tobacco	Agribusiness	264171
HWAY	Ways and Means (H)	A04	Dairy	Agribusiness	208557
HWAY	Ways and Means (H)	A05	Poultry & Eggs	Agribusiness	32600
HWAY	Ways and Means (H)	A06	Livestock	Agribusiness	216673
HWAY	Ways and Means (H)	A07	Agricultural Services/Products	Agribusiness	533625
HWAY	Ways and Means (H)	A10	Forestry & Forest Products	Agribusiness	257143
HWAY	Ways and Means (H)	C01	General Contractors	Construction	991260
HWAY	Ways and Means (H)	C02	Home Builders	Construction	379533
HWAY	Ways and Means (H)	C03	Special Trade Contractors	Construction	447626
HWAY	Ways and Means (H)	C04	Construction Services	Construction	708592
HWAY	Ways and Means (H)	C05	Building Materials & Equipment	Construction	773483
HWAY	Ways and Means (H)	B01	Printing & Publishing	Communications/Electronics	143440
HWAY	Ways and Means (H)	B02	TV/Movies/Music	Communications/Electronics	518065
HWAY	Ways and Means (H)	B09	Telecom Services	Communications/Electronics	639825
HWAY	Ways and Means (H)	B08	Telephone Utilities	Communications/Electronics	558625
HWAY	Ways and Means (H)	B12	Electronics Mfg & Equip	Communications/Electronics	1008052
HWAY	Ways and Means (H)	B13	Internet	Communications/Electronics	341034
HWAY	Ways and Means (H)	D03	Misc Defense	Defense	140075
HWAY	Ways and Means (H)	D01	Defense Aerospace	Defense	875710
HWAY	Ways and Means (H)	D02	Defense Electronics	Defense	387250
HWAY	Ways and Means (H)	E01	Oil & Gas	Energy & Natural Resources	2091961
HWAY	Ways and Means (H)	E04	Mining	Energy & Natural Resources	142750
HWAY	Ways and Means (H)	E08	Electric Utilities	Energy & Natural Resources	1360419
HWAY	Ways and Means (H)	E10	Waste Management	Energy & Natural Resources	39300
HWAY	Ways and Means (H)	F13	Misc Finance	Finance, Insurance & Real Estate	1169869
HWAY	Ways and Means (H)	F03	Commercial Banks	Finance, Insurance & Real Estate	1725491
HWAY	Ways and Means (H)	F04	Savings & Loans	Finance, Insurance & Real Estate	35150
HWAY	Ways and Means (H)	F05	Credit Unions	Finance, Insurance & Real Estate	282450
HWAY	Ways and Means (H)	F06	Finance/Credit Companies	Finance, Insurance & Real Estate	378500
HWAY	Ways and Means (H)	F07	Securities & Investment	Finance, Insurance & Real Estate	3912861
HWAY	Ways and Means (H)	F09	Insurance	Finance, Insurance & Real Estate	5886685
HWAY	Ways and Means (H)	F10	Real Estate	Finance, Insurance & Real Estate	3531185
HWAY	Ways and Means (H)	F11	Accountants	Finance, Insurance & Real Estate	1680147
HWAY	Ways and Means (H)	N00	Business Associations	Misc Business	262913
HWAY	Ways and Means (H)	A09	Food Processing & Sales	Agribusiness	502815
HWAY	Ways and Means (H)	N01	Food & Beverage	Misc Business	968329
HWAY	Ways and Means (H)	N02	Beer, Wine & Liquor	Misc Business	1257150
HWAY	Ways and Means (H)	N03	Retail Sales	Misc Business	1301903
HWAY	Ways and Means (H)	N04	Misc Services	Misc Business	273675
HWAY	Ways and Means (H)	N05	Business Services	Misc Business	901043
HWAY	Ways and Means (H)	N06	Recreation/Live Entertainment	Misc Business	182100
HWAY	Ways and Means (H)	N07	Casinos/Gambling	Misc Business	489549
HWAY	Ways and Means (H)	H01	Health Professionals	Health	4852666
HWAY	Ways and Means (H)	H02	Hospitals/Nursing Homes	Health	1840825
HWAY	Ways and Means (H)	H03	Health Services/HMOs	Health	1646255
HWAY	Ways and Means (H)	H04	Pharmaceuticals/Health Products	Health	3259749
HWAY	Ways and Means (H)	W04	Education	Other	343698
HWAY	Ways and Means (H)	Q01	Republican/Conservative	Ideological/Single-Issue	492525
HWAY	Ways and Means (H)	Q02	Democratic/Liberal	Ideological/Single-Issue	69538
HWAY	Ways and Means (H)	Q03	Leadership PACs	Ideological/Single-Issue	2127939
HWAY	Ways and Means (H)	Q04	Foreign & Defense Policy	Ideological/Single-Issue	36650
HWAY	Ways and Means (H)	Q05	Pro-Israel	Ideological/Single-Issue	413066
HWAY	Ways and Means (H)	Q13	Gun Rights	Ideological/Single-Issue	188811
HWAY	Ways and Means (H)	Q09	Human Rights	Ideological/Single-Issue	118478
HWAY	Ways and Means (H)	Q14	Abortion Policy/Anti-Abortion	Ideological/Single-Issue	17653
HWAY	Ways and Means (H)	Q15	Abortion Policy/Pro-Abortion Rights	Ideological/Single-Issue	5505
HWAY	Ways and Means (H)	Q08	Women's Issues	Ideological/Single-Issue	17931
HWAY	Ways and Means (H)	Q11	Environment	Ideological/Single-Issue	85280
HWAY	Ways and Means (H)	K01	Lawyers/Law Firms	Lawyers & Lobbyists	3058445
HWAY	Ways and Means (H)	K02	Lobbyists	Lawyers & Lobbyists	2084578
HWAY	Ways and Means (H)	P05	Misc Unions	Labor	181050
HWAY	Ways and Means (H)	P04	Public Sector Unions	Labor	681964
HWAY	Ways and Means (H)	P01	Building Trade Unions	Labor	716890
HWAY	Ways and Means (H)	P02	Industrial Unions	Labor	357500
HWAY	Ways and Means (H)	P03	Transportation Unions	Labor	605480
HWAY	Ways and Means (H)	N15	Misc Manufacturing & Distributing	Misc Business	1723918
HWAY	Ways and Means (H)	N13	Chemical & Related Manufacturing	Misc Business	612650
HWAY	Ways and Means (H)	N14	Steel Production	Misc Business	180100
HWAY	Ways and Means (H)	M01	Air Transport	Transportation	843556
HWAY	Ways and Means (H)	M02	Automotive	Transportation	1113558
HWAY	Ways and Means (H)	M03	Trucking	Transportation	232644
HWAY	Ways and Means (H)	M04	Railroads	Transportation	625355
HWAY	Ways and Means (H)	M05	Sea Transport	Transportation	284750
HWAY	Ways and Means (H)	N08	Lodging/Tourism	Misc Business	241755
HWAY	Ways and Means (H)	W06	Retired	Other	3085992
HWAY	Ways and Means (H)	W03	Civil Servants/Public Officials	Other	158107
HWAY	Ways and Means (H)	W02	Non-Profit Institutions	Other	216715
HWAY	Ways and Means (H)	W05	Clergy & Religious Organizations	Other	14050
HWAY	Ways and Means (H)	Q16	Candidate Committees	Ideological/Single-Issue	787303
HWAY	Ways and Means (H)	Q12	Gun Control	Ideological/Single-Issue	0
HWAY	Ways and Means (H)	N16	Textiles	Misc Business	80950
SAGR	Agriculture, Nutrition and Forestry (S)	A01	Crop Production & Basic Processing	Agribusiness	919683
SAGR	Agriculture, Nutrition and Forestry (S)	A02	Tobacco	Agribusiness	101225
SAGR	Agriculture, Nutrition and Forestry (S)	A04	Dairy	Agribusiness	229130
SAGR	Agriculture, Nutrition and Forestry (S)	A05	Poultry & Eggs	Agribusiness	128855
SAGR	Agriculture, Nutrition and Forestry (S)	A06	Livestock	Agribusiness	152494
SAGR	Agriculture, Nutrition and Forestry (S)	A07	Agricultural Services/Products	Agribusiness	881924
SAGR	Agriculture, Nutrition and Forestry (S)	A10	Forestry & Forest Products	Agribusiness	222843
SAGR	Agriculture, Nutrition and Forestry (S)	C01	General Contractors	Construction	362597
SAGR	Agriculture, Nutrition and Forestry (S)	C02	Home Builders	Construction	169975
SAGR	Agriculture, Nutrition and Forestry (S)	C03	Special Trade Contractors	Construction	116021
SAGR	Agriculture, Nutrition and Forestry (S)	C04	Construction Services	Construction	337090
SAGR	Agriculture, Nutrition and Forestry (S)	C05	Building Materials & Equipment	Construction	228837
SAGR	Agriculture, Nutrition and Forestry (S)	B01	Printing & Publishing	Communications/Electronics	383180
SAGR	Agriculture, Nutrition and Forestry (S)	B02	TV/Movies/Music	Communications/Electronics	1069444
SAGR	Agriculture, Nutrition and Forestry (S)	B09	Telecom Services	Communications/Electronics	653500
SAGR	Agriculture, Nutrition and Forestry (S)	B08	Telephone Utilities	Communications/Electronics	296349
SAGR	Agriculture, Nutrition and Forestry (S)	B12	Electronics Mfg & Equip	Communications/Electronics	625597
SAGR	Agriculture, Nutrition and Forestry (S)	B13	Internet	Communications/Electronics	376806
SAGR	Agriculture, Nutrition and Forestry (S)	D03	Misc Defense	Defense	117773
SAGR	Agriculture, Nutrition and Forestry (S)	D01	Defense Aerospace	Defense	353291
SAGR	Agriculture, Nutrition and Forestry (S)	D02	Defense Electronics	Defense	186081
SAGR	Agriculture, Nutrition and Forestry (S)	E01	Oil & Gas	Energy & Natural Resources	1141275
SAGR	Agriculture, Nutrition and Forestry (S)	E04	Mining	Energy & Natural Resources	136433
SAGR	Agriculture, Nutrition and Forestry (S)	E08	Electric Utilities	Energy & Natural Resources	718910
SAGR	Agriculture, Nutrition and Forestry (S)	E10	Waste Management	Energy & Natural Resources	11386
SAGR	Agriculture, Nutrition and Forestry (S)	F13	Misc Finance	Finance, Insurance & Real Estate	886053
SAGR	Agriculture, Nutrition and Forestry (S)	F03	Commercial Banks	Finance, Insurance & Real Estate	989241
SAGR	Agriculture, Nutrition and Forestry (S)	F04	Savings & Loans	Finance, Insurance & Real Estate	52058
SAGR	Agriculture, Nutrition and Forestry (S)	F05	Credit Unions	Finance, Insurance & Real Estate	90175
SAGR	Agriculture, Nutrition and Forestry (S)	F06	Finance/Credit Companies	Finance, Insurance & Real Estate	280007
SAGR	Agriculture, Nutrition and Forestry (S)	F07	Securities & Investment	Finance, Insurance & Real Estate	3953607
SAGR	Agriculture, Nutrition and Forestry (S)	F09	Insurance	Finance, Insurance & Real Estate	1890761
SAGR	Agriculture, Nutrition and Forestry (S)	F10	Real Estate	Finance, Insurance & Real Estate	2179858
SAGR	Agriculture, Nutrition and Forestry (S)	F11	Accountants	Finance, Insurance & Real Estate	434830
SAGR	Agriculture, Nutrition and Forestry (S)	N00	Business Associations	Misc Business	79989
SAGR	Agriculture, Nutrition and Forestry (S)	A09	Food Processing & Sales	Agribusiness	519105
SAGR	Agriculture, Nutrition and Forestry (S)	N01	Food & Beverage	Misc Business	374957
SAGR	Agriculture, Nutrition and Forestry (S)	N02	Beer, Wine & Liquor	Misc Business	285264
SAGR	Agriculture, Nutrition and Forestry (S)	N03	Retail Sales	Misc Business	703470
SAGR	Agriculture, Nutrition and Forestry (S)	N04	Misc Services	Misc Business	146603
SAGR	Agriculture, Nutrition and Forestry (S)	N05	Business Services	Misc Business	790201
SAGR	Agriculture, Nutrition and Forestry (S)	N06	Recreation/Live Entertainment	Misc Business	168220
SAGR	Agriculture, Nutrition and Forestry (S)	N07	Casinos/Gambling	Misc Business	271085
SAGR	Agriculture, Nutrition and Forestry (S)	H01	Health Professionals	Health	1588474
SAGR	Agriculture, Nutrition and Forestry (S)	H02	Hospitals/Nursing Homes	Health	765807
SAGR	Agriculture, Nutrition and Forestry (S)	H03	Health Services/HMOs	Health	582151
SAGR	Agriculture, Nutrition and Forestry (S)	H04	Pharmaceuticals/Health Products	Health	1258771
SAGR	Agriculture, Nutrition and Forestry (S)	W04	Education	Other	781611
SAGR	Agriculture, Nutrition and Forestry (S)	Q01	Republican/Conservative	Ideological/Single-Issue	328708
SAGR	Agriculture, Nutrition and Forestry (S)	Q02	Democratic/Liberal	Ideological/Single-Issue	987999
SAGR	Agriculture, Nutrition and Forestry (S)	Q03	Leadership PACs	Ideological/Single-Issue	2034475
SAGR	Agriculture, Nutrition and Forestry (S)	Q04	Foreign & Defense Policy	Ideological/Single-Issue	105950
SAGR	Agriculture, Nutrition and Forestry (S)	Q05	Pro-Israel	Ideological/Single-Issue	600549
SAGR	Agriculture, Nutrition and Forestry (S)	Q13	Gun Rights	Ideological/Single-Issue	143805
SAGR	Agriculture, Nutrition and Forestry (S)	Q09	Human Rights	Ideological/Single-Issue	163013
SAGR	Agriculture, Nutrition and Forestry (S)	Q14	Abortion Policy/Anti-Abortion	Ideological/Single-Issue	20025
SAGR	Agriculture, Nutrition and Forestry (S)	Q15	Abortion Policy/Pro-Abortion Rights	Ideological/Single-Issue	71508
SAGR	Agriculture, Nutrition and Forestry (S)	Q08	Women's Issues	Ideological/Single-Issue	33374
SAGR	Agriculture, Nutrition and Forestry (S)	Q11	Environment	Ideological/Single-Issue	521949
SAGR	Agriculture, Nutrition and Forestry (S)	K01	Lawyers/Law Firms	Lawyers & Lobbyists	4411988
SAGR	Agriculture, Nutrition and Forestry (S)	K02	Lobbyists	Lawyers & Lobbyists	1774689
SAGR	Agriculture, Nutrition and Forestry (S)	P05	Misc Unions	Labor	51801
SAGR	Agriculture, Nutrition and Forestry (S)	P04	Public Sector Unions	Labor	197435
SAGR	Agriculture, Nutrition and Forestry (S)	P01	Building Trade Unions	Labor	123500
SAGR	Agriculture, Nutrition and Forestry (S)	P02	Industrial Unions	Labor	72875
SAGR	Agriculture, Nutrition and Forestry (S)	P03	Transportation Unions	Labor	135096
SAGR	Agriculture, Nutrition and Forestry (S)	N15	Misc Manufacturing & Distributing	Misc Business	672328
SAGR	Agriculture, Nutrition and Forestry (S)	N13	Chemical & Related Manufacturing	Misc Business	328823
SAGR	Agriculture, Nutrition and Forestry (S)	N14	Steel Production	Misc Business	118453
SAGR	Agriculture, Nutrition and Forestry (S)	M01	Air Transport	Transportation	503555
SAGR	Agriculture, Nutrition and Forestry (S)	M02	Automotive	Transportation	409816
SAGR	Agriculture, Nutrition and Forestry (S)	M03	Trucking	Transportation	239375
SAGR	Agriculture, Nutrition and Forestry (S)	M04	Railroads	Transportation	267339
SAGR	Agriculture, Nutrition and Forestry (S)	M05	Sea Transport	Transportation	163350
SAGR	Agriculture, Nutrition and Forestry (S)	N08	Lodging/Tourism	Misc Business	285652
SAGR	Agriculture, Nutrition and Forestry (S)	W06	Retired	Other	3458992
SAGR	Agriculture, Nutrition and Forestry (S)	W03	Civil Servants/Public Officials	Other	325949
SAGR	Agriculture, Nutrition and Forestry (S)	W02	Non-Profit Institutions	Other	471888
SAGR	Agriculture, Nutrition and Forestry (S)	W05	Clergy & Religious Organizations	Other	29478
SAGR	Agriculture, Nutrition and Forestry (S)	Q16	Candidate Committees	Ideological/Single-Issue	45789
SAGR	Agriculture, Nutrition and Forestry (S)	Q12	Gun Control	Ideological/Single-Issue	42027
SAGR	Agriculture, Nutrition and Forestry (S)	N16	Textiles	Misc Business	21050
SAPP	Appropriations (S)	A01	Crop Production & Basic Processing	Agribusiness	980432
SAPP	Appropriations (S)	A02	Tobacco	Agribusiness	109505
SAPP	Appropriations (S)	A04	Dairy	Agribusiness	131900
SAPP	Appropriations (S)	A05	Poultry & Eggs	Agribusiness	105950
SAPP	Appropriations (S)	A06	Livestock	Agribusiness	206330
SAPP	Appropriations (S)	A07	Agricultural Services/Products	Agribusiness	659116
SAPP	Appropriations (S)	A10	Forestry & Forest Products	Agribusiness	365198
SAPP	Appropriations (S)	C01	General Contractors	Construction	662671
SAPP	Appropriations (S)	C02	Home Builders	Construction	199897
SAPP	Appropriations (S)	C03	Special Trade Contractors	Construction	189935
SAPP	Appropriations (S)	C04	Construction Services	Construction	566179
SAPP	Appropriations (S)	C05	Building Materials & Equipment	Construction	390316
SAPP	Appropriations (S)	B01	Printing & Publishing	Communications/Electronics	253118
SAPP	Appropriations (S)	B02	TV/Movies/Music	Communications/Electronics	808476
SAPP	Appropriations (S)	B09	Telecom Services	Communications/Electronics	790085
SAPP	Appropriations (S)	B08	Telephone Utilities	Communications/Electronics	329888
SAPP	Appropriations (S)	B12	Electronics Mfg & Equip	Communications/Electronics	833260
SAPP	Appropriations (S)	B13	Internet	Communications/Electronics	472749
SAPP	Appropriations (S)	D03	Misc Defense	Defense	319450
SAPP	Appropriations (S)	D01	Defense Aerospace	Defense	718744
SAPP	Appropriations (S)	D02	Defense Electronics	Defense	435786
SAPP	Appropriations (S)	E01	Oil & Gas	Energy & Natural Resources	2324812
SAPP	Appropriations (S)	E04	Mining	Energy & Natural Resources	317789
SAPP	Appropriations (S)	E08	Electric Utilities	Energy & Natural Resources	1172822
SAPP	Appropriations (S)	E10	Waste Management	Energy & Natural Resources	27274
SAPP	Appropriations (S)	F13	Misc Finance	Finance, Insurance & Real Estate	1135583
SAPP	Appropriations (S)	F03	Commercial Banks	Finance, Insurance & Real Estate	1583505
SAPP	Appropriations (S)	F04	Savings & Loans	Finance, Insurance & Real Estate	24470
SAPP	Appropriations (S)	F05	Credit Unions	Finance, Insurance & Real Estate	140105
SAPP	Appropriations (S)	F06	Finance/Credit Companies	Finance, Insurance & Real Estate	506982
SAPP	Appropriations (S)	F07	Securities & Investment	Finance, Insurance & Real Estate	3981609
SAPP	Appropriations (S)	F09	Insurance	Finance, Insurance & Real Estate	2001944
SAPP	Appropriations (S)	F10	Real Estate	Finance, Insurance & Real Estate	2690436
SAPP	Appropriations (S)	F11	Accountants	Finance, Insurance & Real Estate	608790
SAPP	Appropriations (S)	N00	Business Associations	Misc Business	142843
SAPP	Appropriations (S)	A09	Food Processing & Sales	Agribusiness	577921
SAPP	Appropriations (S)	N01	Food & Beverage	Misc Business	681053
SAPP	Appropriations (S)	N02	Beer, Wine & Liquor	Misc Business	466274
SAPP	Appropriations (S)	N03	Retail Sales	Misc Business	796318
SAPP	Appropriations (S)	N04	Misc Services	Misc Business	243939
SAPP	Appropriations (S)	N05	Business Services	Misc Business	973946
SAPP	Appropriations (S)	N06	Recreation/Live Entertainment	Misc Business	215902
SAPP	Appropriations (S)	N07	Casinos/Gambling	Misc Business	534370
SAPP	Appropriations (S)	H01	Health Professionals	Health	2074784
SAPP	Appropriations (S)	H02	Hospitals/Nursing Homes	Health	820867
SAPP	Appropriations (S)	H03	Health Services/HMOs	Health	570236
SAPP	Appropriations (S)	H04	Pharmaceuticals/Health Products	Health	1541397
SAPP	Appropriations (S)	W04	Education	Other	664746
SAPP	Appropriations (S)	Q01	Republican/Conservative	Ideological/Single-Issue	500031
SAPP	Appropriations (S)	Q02	Democratic/Liberal	Ideological/Single-Issue	347424
SAPP	Appropriations (S)	Q03	Leadership PACs	Ideological/Single-Issue	3291535
SAPP	Appropriations (S)	Q04	Foreign & Defense Policy	Ideological/Single-Issue	147900
SAPP	Appropriations (S)	Q05	Pro-Israel	Ideological/Single-Issue	1236809
SAPP	Appropriations (S)	Q13	Gun Rights	Ideological/Single-Issue	195540
SAPP	Appropriations (S)	Q09	Human Rights	Ideological/Single-Issue	295051
SAPP	Appropriations (S)	Q14	Abortion Policy/Anti-Abortion	Ideological/Single-Issue	2000
SAPP	Appropriations (S)	Q15	Abortion Policy/Pro-Abortion Rights	Ideological/Single-Issue	119029
SAPP	Appropriations (S)	Q08	Women's Issues	Ideological/Single-Issue	443610
SAPP	Appropriations (S)	Q11	Environment	Ideological/Single-Issue	308396
SAPP	Appropriations (S)	K01	Lawyers/Law Firms	Lawyers & Lobbyists	4160745
SAPP	Appropriations (S)	K02	Lobbyists	Lawyers & Lobbyists	2144770
SAPP	Appropriations (S)	P05	Misc Unions	Labor	59252
SAPP	Appropriations (S)	P04	Public Sector Unions	Labor	356732
SAPP	Appropriations (S)	P01	Building Trade Unions	Labor	266975
SAPP	Appropriations (S)	P02	Industrial Unions	Labor	120026
SAPP	Appropriations (S)	P03	Transportation Unions	Labor	294863
SAPP	Appropriations (S)	N15	Misc Manufacturing & Distributing	Misc Business	896816
SAPP	Appropriations (S)	N13	Chemical & Related Manufacturing	Misc Business	399045
SAPP	Appropriations (S)	N14	Steel Production	Misc Business	89064
SAPP	Appropriations (S)	M01	Air Transport	Transportation	827822
SAPP	Appropriations (S)	M02	Automotive	Transportation	757070
SAPP	Appropriations (S)	M03	Trucking	Transportation	322213
SAPP	Appropriations (S)	M04	Railroads	Transportation	572668
SAPP	Appropriations (S)	M05	Sea Transport	Transportation	458891
SAPP	Appropriations (S)	N08	Lodging/Tourism	Misc Business	402955
SAPP	Appropriations (S)	W06	Retired	Other	4700579
SAPP	Appropriations (S)	W03	Civil Servants/Public Officials	Other	383785
SAPP	Appropriations (S)	W02	Non-Profit Institutions	Other	383770
SAPP	Appropriations (S)	W05	Clergy & Religious Organizations	Other	26911
SAPP	Appropriations (S)	Q16	Candidate Committees	Ideological/Single-Issue	77269
SAPP	Appropriations (S)	Q12	Gun Control	Ideological/Single-Issue	0
SAPP	Appropriations (S)	N16	Textiles	Misc Business	61485
SARM	Armed Services (S)	A01	Crop Production & Basic Processing	Agribusiness	843779
SARM	Armed Services (S)	A02	Tobacco	Agribusiness	126005
SARM	Armed Services (S)	A04	Dairy	Agribusiness	127516
SARM	Armed Services (S)	A05	Poultry & Eggs	Agribusiness	46750
SARM	Armed Services (S)	A06	Livestock	Agribusiness	455816
SARM	Armed Services (S)	A07	Agricultural Services/Products	Agribusiness	452175
SARM	Armed Services (S)	A10	Forestry & Forest Products	Agribusiness	174912
SARM	Armed Services (S)	C01	General Contractors	Construction	1182847
SARM	Armed Services (S)	C02	Home Builders	Construction	222982
SARM	Armed Services (S)	C03	Special Trade Contractors	Construction	590498
SARM	Armed Services (S)	C04	Construction Services	Construction	773758
SARM	Armed Services (S)	C05	Building Materials & Equipment	Construction	423031
SARM	Armed Services (S)	B01	Printing & Publishing	Communications/Electronics	508704
SARM	Armed Services (S)	B02	TV/Movies/Music	Communications/Electronics	1012718
SARM	Armed Services (S)	B09	Telecom Services	Communications/Electronics	782234
SARM	Armed Services (S)	B08	Telephone Utilities	Communications/Electronics	353866
SARM	Armed Services (S)	B12	Electronics Mfg & Equip	Communications/Electronics	1238531
SARM	Armed Services (S)	B13	Internet	Communications/Electronics	429832
SARM	Armed Services (S)	D03	Misc Defense	Defense	446763
SARM	Armed Services (S)	D01	Defense Aerospace	Defense	637131
SARM	Armed Services (S)	D02	Defense Electronics	Defense	604848
SARM	Armed Services (S)	E01	Oil & Gas	Energy & Natural Resources	2259373
SARM	Armed Services (S)	E04	Mining	Energy & Natural Resources	350120
SARM	Armed Services (S)	E08	Electric Utilities	Energy & Natural Resources	751475
SARM	Armed Services (S)	E10	Waste Management	Energy & Natural Resources	52007
SARM	Armed Services (S)	F13	Misc Finance	Finance, Insurance & Real Estate	1913816
SARM	Armed Services (S)	F03	Commercial Banks	Finance, Insurance & Real Estate	1073287
SARM	Armed Services (S)	F04	Savings & Loans	Finance, Insurance & Real Estate	34466
SARM	Armed Services (S)	F05	Credit Unions	Finance, Insurance & Real Estate	64136
SARM	Armed Services (S)	F06	Finance/Credit Companies	Finance, Insurance & Real Estate	282497
SARM	Armed Services (S)	F07	Securities & Investment	Finance, Insurance & Real Estate	5423811
SARM	Armed Services (S)	F09	Insurance	Finance, Insurance & Real Estate	1980894
SARM	Armed Services (S)	F10	Real Estate	Finance, Insurance & Real Estate	4692440
SARM	Armed Services (S)	F11	Accountants	Finance, Insurance & Real Estate	707087
SARM	Armed Services (S)	N00	Business Associations	Misc Business	91623
SARM	Armed Services (S)	A09	Food Processing & Sales	Agribusiness	374690
SARM	Armed Services (S)	N01	Food & Beverage	Misc Business	712835
SARM	Armed Services (S)	N02	Beer, Wine & Liquor	Misc Business	380488
SARM	Armed Services (S)	N03	Retail Sales	Misc Business	774490
SARM	Armed Services (S)	N04	Misc Services	Misc Business	374442
SARM	Armed Services (S)	N05	Business Services	Misc Business	1806872
SARM	Armed Services (S)	N06	Recreation/Live Entertainment	Misc Business	412367
SARM	Armed Services (S)	N07	Casinos/Gambling	Misc Business	290380
SARM	Armed Services (S)	H01	Health Professionals	Health	2911985
SARM	Armed Services (S)	H02	Hospitals/Nursing Homes	Health	958481
SARM	Armed Services (S)	H03	Health Services/HMOs	Health	668909
SARM	Armed Services (S)	H04	Pharmaceuticals/Health Products	Health	1161215
SARM	Armed Services (S)	W04	Education	Other	1426914
SARM	Armed Services (S)	Q01	Republican/Conservative	Ideological/Single-Issue	4717071
SARM	Armed Services (S)	Q02	Democratic/Liberal	Ideological/Single-Issue	173626
SARM	Armed Services (S)	Q03	Leadership PACs	Ideological/Single-Issue	1759086
SARM	Armed Services (S)	Q04	Foreign & Defense Policy	Ideological/Single-Issue	125950
SARM	Armed Services (S)	Q05	Pro-Israel	Ideological/Single-Issue	1521893
SARM	Armed Services (S)	Q13	Gun Rights	Ideological/Single-Issue	463490
SARM	Armed Services (S)	Q09	Human Rights	Ideological/Single-Issue	176809
SARM	Armed Services (S)	Q14	Abortion Policy/Anti-Abortion	Ideological/Single-Issue	51473
SARM	Armed Services (S)	Q15	Abortion Policy/Pro-Abortion Rights	Ideological/Single-Issue	49428
SARM	Armed Services (S)	Q08	Women's Issues	Ideological/Single-Issue	64654
SARM	Armed Services (S)	Q11	Environment	Ideological/Single-Issue	181833
SARM	Armed Services (S)	K01	Lawyers/Law Firms	Lawyers & Lobbyists	6057281
SARM	Armed Services (S)	K02	Lobbyists	Lawyers & Lobbyists	1400936
SARM	Armed Services (S)	P05	Misc Unions	Labor	45710
SARM	Armed Services (S)	P04	Public Sector Unions	Labor	151838
SARM	Armed Services (S)	P01	Building Trade Unions	Labor	80291
SARM	Armed Services (S)	P02	Industrial Unions	Labor	96909
SARM	Armed Services (S)	P03	Transportation Unions	Labor	238985
SARM	Armed Services (S)	N15	Misc Manufacturing & Distributing	Misc Business	1375029
SARM	Armed Services (S)	N13	Chemical & Related Manufacturing	Misc Business	386716
SARM	Armed Services (S)	N14	Steel Production	Misc Business	173159
SARM	Armed Services (S)	M01	Air Transport	Transportation	966610
SARM	Armed Services (S)	M02	Automotive	Transportation	849404
SARM	Armed Services (S)	M03	Trucking	Transportation	459899
SARM	Armed Services (S)	M04	Railroads	Transportation	386337
SARM	Armed Services (S)	M05	Sea Transport	Transportation	429433
SARM	Armed Services (S)	N08	Lodging/Tourism	Misc Business	510868
SARM	Armed Services (S)	W06	Retired	Other	18806634
SARM	Armed Services (S)	W03	Civil Servants/Public Officials	Other	982603
SARM	Armed Services (S)	W02	Non-Profit Institutions	Other	418821
SARM	Armed Services (S)	W05	Clergy & Religious Organizations	Other	283764
SARM	Armed Services (S)	Q16	Candidate Committees	Ideological/Single-Issue	75900
SARM	Armed Services (S)	Q12	Gun Control	Ideological/Single-Issue	21244
SARM	Armed Services (S)	N16	Textiles	Misc Business	104654
SBAN	Banking, Housing, and Urban Affairs (S)	A01	Crop Production & Basic Processing	Agribusiness	510000
SBAN	Banking, Housing, and Urban Affairs (S)	A02	Tobacco	Agribusiness	131385
SBAN	Banking, Housing, and Urban Affairs (S)	A04	Dairy	Agribusiness	101825
SBAN	Banking, Housing, and Urban Affairs (S)	A05	Poultry & Eggs	Agribusiness	49945
SBAN	Banking, Housing, and Urban Affairs (S)	A06	Livestock	Agribusiness	146181
SBAN	Banking, Housing, and Urban Affairs (S)	A07	Agricultural Services/Products	Agribusiness	432090
SBAN	Banking, Housing, and Urban Affairs (S)	A10	Forestry & Forest Products	Agribusiness	178595
SBAN	Banking, Housing, and Urban Affairs (S)	C01	General Contractors	Construction	597432
SBAN	Banking, Housing, and Urban Affairs (S)	C02	Home Builders	Construction	242453
SBAN	Banking, Housing, and Urban Affairs (S)	C03	Special Trade Contractors	Construction	263972
