committee	committee_name	industry	industry_name	sector	donations
HHSC	Homeland Security (H)	Q08	Women's Issues	Ideological/Single-Issue	90064
HHSC	Homeland Security (H)	Q11	Environment	Ideological/Single-Issue	45479
HHSC	Homeland Security (H)	K01	Lawyers/Law Firms	Lawyers & Lobbyists	1863520
HHSC	Homeland Security (H)	K02	Lobbyists	Lawyers & Lobbyists	625686
HHSC	Homeland Security (H)	P05	Misc Unions	Labor	262950
HHSC	Homeland Security (H)	P04	Public Sector Unions	Labor	496400
HHSC	Homeland Security (H)	P01	Building Trade Unions	Labor	621600
HHSC	Homeland Security (H)	P02	Industrial Unions	Labor	408575
HHSC	Homeland Security (H)	P03	Transportation Unions	Labor	665450
HHSC	Homeland Security (H)	N15	Misc Manufacturing & Distributing	Misc Business	523818
HHSC	Homeland Security (H)	N13	Chemical & Related Manufacturing	Misc Business	193680
HHSC	Homeland Security (H)	N14	Steel Production	Misc Business	48275
HHSC	Homeland Security (H)	M01	Air Transport	Transportation	630010
HHSC	Homeland Security (H)	M02	Automotive	Transportation	653380
HHSC	Homeland Security (H)	M03	Trucking	Transportation	176728
HHSC	Homeland Security (H)	M04	Railroads	Transportation	368525
HHSC	Homeland Security (H)	M05	Sea Transport	Transportation	94900
HHSC	Homeland Security (H)	N08	Lodging/Tourism	Misc Business	156627
HHSC	Homeland Security (H)	W06	Retired	Other	2495427
HHSC	Homeland Security (H)	W03	Civil Servants/Public Officials	Other	162147
HHSC	Homeland Security (H)	W02	Non-Profit Institutions	Other	102526
HHSC	Homeland Security (H)	W05	Clergy & Religious Organizations	Other	15894
HHSC	Homeland Security (H)	Q16	Candidate Committees	Ideological/Single-Issue	501212
HHSC	Homeland Security (H)	Q12	Gun Control	Ideological/Single-Issue	0
HHSC	Homeland Security (H)	N16	Textiles	Misc Business	26250
HINT	Foreign Affairs (H)	A01	Crop Production & Basic Processing	Agribusiness	600838
HINT	Foreign Affairs (H)	A02	Tobacco	Agribusiness	54479
HINT	Foreign Affairs (H)	A04	Dairy	Agribusiness	103016
HINT	Foreign Affairs (H)	A05	Poultry & Eggs	Agribusiness	16705
HINT	Foreign Affairs (H)	A06	Livestock	Agribusiness	106878
HINT	Foreign Affairs (H)	A07	Agricultural Services/Products	Agribusiness	248719
HINT	Foreign Affairs (H)	A10	Forestry & Forest Products	Agribusiness	92573
HINT	Foreign Affairs (H)	C01	General Contractors	Construction	559224
HINT	Foreign Affairs (H)	C02	Home Builders	Construction	226232
HINT	Foreign Affairs (H)	C03	Special Trade Contractors	Construction	284806
HINT	Foreign Affairs (H)	C04	Construction Services	Construction	469898
HINT	Foreign Affairs (H)	C05	Building Materials & Equipment	Construction	312458
HINT	Foreign Affairs (H)	B01	Printing & Publishing	Communications/Electronics	212745
HINT	Foreign Affairs (H)	B02	TV/Movies/Music	Communications/Electronics	653236
HINT	Foreign Affairs (H)	B09	Telecom Services	Communications/Electronics	520964
HINT	Foreign Affairs (H)	B08	Telephone Utilities	Communications/Electronics	371931
HINT	Foreign Affairs (H)	B12	Electronics Mfg & Equip	Communications/Electronics	837134
HINT	Foreign Affairs (H)	B13	Internet	Communications/Electronics	300332
HINT	Foreign Affairs (H)	D03	Misc Defense	Defense	278605
HINT	Foreign Affairs (H)	D01	Defense Aerospace	Defense	692776
HINT	Foreign Affairs (H)	D02	Defense Electronics	Defense	352011
HINT	Foreign Affairs (H)	E01	Oil & Gas	Energy & Natural Resources	790264
HINT	Foreign Affairs (H)	E04	Mining	Energy & Natural Resources	26270
HINT	Foreign Affairs (H)	E08	Electric Utilities	Energy & Natural Resources	639926
HINT	Foreign Affairs (H)	E10	Waste Management	Energy & Natural Resources	76867
HINT	Foreign Affairs (H)	F13	Misc Finance	Finance, Insurance & Real Estate	851381
HINT	Foreign Affairs (H)	F03	Commercial Banks	Finance, Insurance & Real Estate	742106
HINT	Foreign Affairs (H)	F04	Savings & Loans	Finance, Insurance & Real Estate	14665
HINT	Foreign Affairs (H)	F05	Credit Unions	Finance, Insurance & Real Estate	265472
HINT	Foreign Affairs (H)	F06	Finance/Credit Companies	Finance, Insurance & Real Estate	333643
HINT	Foreign Affairs (H)	F07	Securities & Investment	Finance, Insurance & Real Estate	2604724
HINT	Foreign Affairs (H)	F09	Insurance	Finance, Insurance & Real Estate	1540288
HINT	Foreign Affairs (H)	F10	Real Estate	Finance, Insurance & Real Estate	3122849
HINT	Foreign Affairs (H)	F11	Accountants	Finance, Insurance & Real Estate	730733
HINT	Foreign Affairs (H)	N00	Business Associations	Misc Business	88730
HINT	Foreign Affairs (H)	A09	Food Processing & Sales	Agribusiness	297712
HINT	Foreign Affairs (H)	N01	Food & Beverage	Misc Business	356008
HINT	Foreign Affairs (H)	N02	Beer, Wine & Liquor	Misc Business	528227
HINT	Foreign Affairs (H)	N03	Retail Sales	Misc Business	593652
HINT	Foreign Affairs (H)	N04	Misc Services	Misc Business	147339
HINT	Foreign Affairs (H)	N05	Business Services	Misc Business	669933
HINT	Foreign Affairs (H)	N06	Recreation/Live Entertainment	Misc Business	195956
HINT	Foreign Affairs (H)	N07	Casinos/Gambling	Misc Business	270383
HINT	Foreign Affairs (H)	H01	Health Professionals	Health	1944398
HINT	Foreign Affairs (H)	H02	Hospitals/Nursing Homes	Health	515805
HINT	Foreign Affairs (H)	H03	Health Services/HMOs	Health	379954
HINT	Foreign Affairs (H)	H04	Pharmaceuticals/Health Products	Health	776859
HINT	Foreign Affairs (H)	W04	Education	Other	592261
HINT	Foreign Affairs (H)	Q01	Republican/Conservative	Ideological/Single-Issue	1275324
HINT	Foreign Affairs (H)	Q02	Democratic/Liberal	Ideological/Single-Issue	1268358
HINT	Foreign Affairs (H)	Q03	Leadership PACs	Ideological/Single-Issue	1532126
HINT	Foreign Affairs (H)	Q04	Foreign & Defense Policy	Ideological/Single-Issue	199615
HINT	Foreign Affairs (H)	Q05	Pro-Israel	Ideological/Single-Issue	1517628
HINT	Foreign Affairs (H)	Q13	Gun Rights	Ideological/Single-Issue	209196
HINT	Foreign Affairs (H)	Q09	Human Rights	Ideological/Single-Issue	455306
HINT	Foreign Affairs (H)	Q14	Abortion Policy/Anti-Abortion	Ideological/Single-Issue	42335
HINT	Foreign Affairs (H)	Q15	Abortion Policy/Pro-Abortion Rights	Ideological/Single-Issue	54420
HINT	Foreign Affairs (H)	Q08	Women's Issues	Ideological/Single-Issue	6800
HINT	Foreign Affairs (H)	Q11	Environment	Ideological/Single-Issue	132985
HINT	Foreign Affairs (H)	K01	Lawyers/Law Firms	Lawyers & Lobbyists	2804179
HINT	Foreign Affairs (H)	K02	Lobbyists	Lawyers & Lobbyists	707742
HINT	Foreign Affairs (H)	P05	Misc Unions	Labor	280845
HINT	Foreign Affairs (H)	P04	Public Sector Unions	Labor	832281
HINT	Foreign Affairs (H)	P01	Building Trade Unions	Labor	915580
HINT	Foreign Affairs (H)	P02	Industrial Unions	Labor	555600
HINT	Foreign Affairs (H)	P03	Transportation Unions	Labor	761755
HINT	Foreign Affairs (H)	N15	Misc Manufacturing & Distributing	Misc Business	896243
HINT	Foreign Affairs (H)	N13	Chemical & Related Manufacturing	Misc Business	217470
HINT	Foreign Affairs (H)	N14	Steel Production	Misc Business	39400
HINT	Foreign Affairs (H)	M01	Air Transport	Transportation	583357
HINT	Foreign Affairs (H)	M02	Automotive	Transportation	711143
HINT	Foreign Affairs (H)	M03	Trucking	Transportation	149102
HINT	Foreign Affairs (H)	M04	Railroads	Transportation	331754
HINT	Foreign Affairs (H)	M05	Sea Transport	Transportation	173060
HINT	Foreign Affairs (H)	N08	Lodging/Tourism	Misc Business	289052
HINT	Foreign Affairs (H)	W06	Retired	Other	4144053
HINT	Foreign Affairs (H)	W03	Civil Servants/Public Officials	Other	318559
HINT	Foreign Affairs (H)	W02	Non-Profit Institutions	Other	279358
HINT	Foreign Affairs (H)	W05	Clergy & Religious Organizations	Other	28169
HINT	Foreign Affairs (H)	Q16	Candidate Committees	Ideological/Single-Issue	395105
HINT	Foreign Affairs (H)	Q12	Gun Control	Ideological/Single-Issue	0
HINT	Foreign Affairs (H)	N16	Textiles	Misc Business	37005
HJUD	Judiciary (H)	A01	Crop Production & Basic Processing	Agribusiness	425828
HJUD	Judiciary (H)	A02	Tobacco	Agribusiness	76080
HJUD	Judiciary (H)	A04	Dairy	Agribusiness	79400
HJUD	Judiciary (H)	A05	Poultry & Eggs	Agribusiness	55450
HJUD	Judiciary (H)	A06	Livestock	Agribusiness	177760
HJUD	Judiciary (H)	A07	Agricultural Services/Products	Agribusiness	273696
HJUD	Judiciary (H)	A10	Forestry & Forest Products	Agribusiness	112267
HJUD	Judiciary (H)	C01	General Contractors	Construction	487775
HJUD	Judiciary (H)	C02	Home Builders	Construction	243265
HJUD	Judiciary (H)	C03	Special Trade Contractors	Construction	162078
HJUD	Judiciary (H)	C04	Construction Services	Construction	387111
HJUD	Judiciary (H)	C05	Building Materials & Equipment	Construction	193315
HJUD	Judiciary (H)	B01	Printing & Publishing	Communications/Electronics	234341
HJUD	Judiciary (H)	B02	TV/Movies/Music	Communications/Electronics	1196898
HJUD	Judiciary (H)	B09	Telecom Services	Communications/Electronics	939004
HJUD	Judiciary (H)	B08	Telephone Utilities	Communications/Electronics	409410
HJUD	Judiciary (H)	B12	Electronics Mfg & Equip	Communications/Electronics	1236581
HJUD	Judiciary (H)	B13	Internet	Communications/Electronics	620805
HJUD	Judiciary (H)	D03	Misc Defense	Defense	246505
HJUD	Judiciary (H)	D01	Defense Aerospace	Defense	449994
HJUD	Judiciary (H)	D02	Defense Electronics	Defense	242570
HJUD	Judiciary (H)	E01	Oil & Gas	Energy & Natural Resources	918845
HJUD	Judiciary (H)	E04	Mining	Energy & Natural Resources	39500
HJUD	Judiciary (H)	E08	Electric Utilities	Energy & Natural Resources	609549
HJUD	Judiciary (H)	E10	Waste Management	Energy & Natural Resources	47980
HJUD	Judiciary (H)	F13	Misc Finance	Finance, Insurance & Real Estate	681001
HJUD	Judiciary (H)	F03	Commercial Banks	Finance, Insurance & Real Estate	546121
HJUD	Judiciary (H)	F04	Savings & Loans	Finance, Insurance & Real Estate	18550
HJUD	Judiciary (H)	F05	Credit Unions	Finance, Insurance & Real Estate	144336
HJUD	Judiciary (H)	F06	Finance/Credit Companies	Finance, Insurance & Real Estate	219830
HJUD	Judiciary (H)	F07	Securities & Investment	Finance, Insurance & Real Estate	1509761
HJUD	Judiciary (H)	F09	Insurance	Finance, Insurance & Real Estate	996403
HJUD	Judiciary (H)	F10	Real Estate	Finance, Insurance & Real Estate	2103745
HJUD	Judiciary (H)	F11	Accountants	Finance, Insurance & Real Estate	674271
HJUD	Judiciary (H)	N00	Business Associations	Misc Business	133000
HJUD	Judiciary (H)	A09	Food Processing & Sales	Agribusiness	238433
HJUD	Judiciary (H)	N01	Food & Beverage	Misc Business	324978
HJUD	Judiciary (H)	N02	Beer, Wine & Liquor	Misc Business	528790
HJUD	Judiciary (H)	N03	Retail Sales	Misc Business	751612
HJUD	Judiciary (H)	N04	Misc Services	Misc Business	80445
HJUD	Judiciary (H)	N05	Business Services	Misc Business	572981
HJUD	Judiciary (H)	N06	Recreation/Live Entertainment	Misc Business	301964
HJUD	Judiciary (H)	N07	Casinos/Gambling	Misc Business	254950
HJUD	Judiciary (H)	H01	Health Professionals	Health	1161057
HJUD	Judiciary (H)	H02	Hospitals/Nursing Homes	Health	282232
HJUD	Judiciary (H)	H03	Health Services/HMOs	Health	258643
HJUD	Judiciary (H)	H04	Pharmaceuticals/Health Products	Health	872737
HJUD	Judiciary (H)	W04	Education	Other	319717
HJUD	Judiciary (H)	Q01	Republican/Conservative	Ideological/Single-Issue	1151676
HJUD	Judiciary (H)	Q02	Democratic/Liberal	Ideological/Single-Issue	399681
HJUD	Judiciary (H)	Q03	Leadership PACs	Ideological/Single-Issue	1310752
HJUD	Judiciary (H)	Q04	Foreign & Defense Policy	Ideological/Single-Issue	64465
HJUD	Judiciary (H)	Q05	Pro-Israel	Ideological/Single-Issue	459119
HJUD	Judiciary (H)	Q13	Gun Rights	Ideological/Single-Issue	215532
HJUD	Judiciary (H)	Q09	Human Rights	Ideological/Single-Issue	203285
HJUD	Judiciary (H)	Q14	Abortion Policy/Anti-Abortion	Ideological/Single-Issue	34864
HJUD	Judiciary (H)	Q15	Abortion Policy/Pro-Abortion Rights	Ideological/Single-Issue	74308
HJUD	Judiciary (H)	Q08	Women's Issues	Ideological/Single-Issue	14854
HJUD	Judiciary (H)	Q11	Environment	Ideological/Single-Issue	118100
HJUD	Judiciary (H)	K01	Lawyers/Law Firms	Lawyers & Lobbyists	2556620
HJUD	Judiciary (H)	K02	Lobbyists	Lawyers & Lobbyists	807758
HJUD	Judiciary (H)	P05	Misc Unions	Labor	335350
HJUD	Judiciary (H)	P04	Public Sector Unions	Labor	476550
HJUD	Judiciary (H)	P01	Building Trade Unions	Labor	492000
HJUD	Judiciary (H)	P02	Industrial Unions	Labor	418525
HJUD	Judiciary (H)	P03	Transportation Unions	Labor	462250
HJUD	Judiciary (H)	N15	Misc Manufacturing & Distributing	Misc Business	752455
HJUD	Judiciary (H)	N13	Chemical & Related Manufacturing	Misc Business	222635
HJUD	Judiciary (H)	N14	Steel Production	Misc Business	31840
HJUD	Judiciary (H)	M01	Air Transport	Transportation	441769
HJUD	Judiciary (H)	M02	Automotive	Transportation	727475
HJUD	Judiciary (H)	M03	Trucking	Transportation	106640
HJUD	Judiciary (H)	M04	Railroads	Transportation	406549
HJUD	Judiciary (H)	M05	Sea Transport	Transportation	91880
HJUD	Judiciary (H)	N08	Lodging/Tourism	Misc Business	296984
HJUD	Judiciary (H)	W06	Retired	Other	3059532
HJUD	Judiciary (H)	W03	Civil Servants/Public Officials	Other	170714
HJUD	Judiciary (H)	W02	Non-Profit Institutions	Other	172790
HJUD	Judiciary (H)	W05	Clergy & Religious Organizations	Other	22395
HJUD	Judiciary (H)	Q16	Candidate Committees	Ideological/Single-Issue	381612
HJUD	Judiciary (H)	Q12	Gun Control	Ideological/Single-Issue	0
HJUD	Judiciary (H)	N16	Textiles	Misc Business	42475
HRES	Natural Resources (H)	A01	Crop Production & Basic Processing	Agribusiness	1213237
HRES	Natural Resources (H)	A02	Tobacco	Agribusiness	59946
HRES	Natural Resources (H)	A04	Dairy	Agribusiness	212342
HRES	Natural Resources (H)	A05	Poultry & Eggs	Agribusiness	97435
HRES	Natural Resources (H)	A06	Livestock	Agribusiness	280052
HRES	Natural Resources (H)	A07	Agricultural Services/Products	Agribusiness	443999
HRES	Natural Resources (H)	A10	Forestry & Forest Products	Agribusiness	472299
HRES	Natural Resources (H)	C01	General Contractors	Construction	556868
HRES	Natural Resources (H)	C02	Home Builders	Construction	252240
HRES	Natural Resources (H)	C03	Special Trade Contractors	Construction	198549
HRES	Natural Resources (H)	C04	Construction Services	Construction	459762
HRES	Natural Resources (H)	C05	Building Materials & Equipment	Construction	372310
HRES	Natural Resources (H)	B01	Printing & Publishing	Communications/Electronics	77627
HRES	Natural Resources (H)	B02	TV/Movies/Music	Communications/Electronics	186075
HRES	Natural Resources (H)	B09	Telecom Services	Communications/Electronics	364005
HRES	Natural Resources (H)	B08	Telephone Utilities	Communications/Electronics	326395
HRES	Natural Resources (H)	B12	Electronics Mfg & Equip	Communications/Electronics	306806
HRES	Natural Resources (H)	B13	Internet	Communications/Electronics	89436
HRES	Natural Resources (H)	D03	Misc Defense	Defense	296200
HRES	Natural Resources (H)	D01	Defense Aerospace	Defense	651391
HRES	Natural Resources (H)	D02	Defense Electronics	Defense	427825
HRES	Natural Resources (H)	E01	Oil & Gas	Energy & Natural Resources	1689415
HRES	Natural Resources (H)	E04	Mining	Energy & Natural Resources	280076
HRES	Natural Resources (H)	E08	Electric Utilities	Energy & Natural Resources	686416
HRES	Natural Resources (H)	E10	Waste Management	Energy & Natural Resources	34554
HRES	Natural Resources (H)	F13	Misc Finance	Finance, Insurance & Real Estate	361134
HRES	Natural Resources (H)	F03	Commercial Banks	Finance, Insurance & Real Estate	430644
HRES	Natural Resources (H)	F04	Savings & Loans	Finance, Insurance & Real Estate	7750
HRES	Natural Resources (H)	F05	Credit Unions	Finance, Insurance & Real Estate	140250
HRES	Natural Resources (H)	F06	Finance/Credit Companies	Finance, Insurance & Real Estate	91913
HRES	Natural Resources (H)	F07	Securities & Investment	Finance, Insurance & Real Estate	643186
HRES	Natural Resources (H)	F09	Insurance	Finance, Insurance & Real Estate	896862
HRES	Natural Resources (H)	F10	Real Estate	Finance, Insurance & Real Estate	1578447
HRES	Natural Resources (H)	F11	Accountants	Finance, Insurance & Real Estate	288498
HRES	Natural Resources (H)	N00	Business Associations	Misc Business	71350
HRES	Natural Resources (H)	A09	Food Processing & Sales	Agribusiness	282841
HRES	Natural Resources (H)	N01	Food & Beverage	Misc Business	471139
HRES	Natural Resources (H)	N02	Beer, Wine & Liquor	Misc Business	477616
HRES	Natural Resources (H)	N03	Retail Sales	Misc Business	402421
HRES	Natural Resources (H)	N04	Misc Services	Misc Business	74988
HRES	Natural Resources (H)	N05	Business Services	Misc Business	413677
HRES	Natural Resources (H)	N06	Recreation/Live Entertainment	Misc Business	68475
HRES	Natural Resources (H)	N07	Casinos/Gambling	Misc Business	992325
HRES	Natural Resources (H)	H01	Health Professionals	Health	1772825
HRES	Natural Resources (H)	H02	Hospitals/Nursing Homes	Health	484491
HRES	Natural Resources (H)	H03	Health Services/HMOs	Health	288994
HRES	Natural Resources (H)	H04	Pharmaceuticals/Health Products	Health	433416
HRES	Natural Resources (H)	W04	Education	Other	288541
HRES	Natural Resources (H)	Q01	Republican/Conservative	Ideological/Single-Issue	1454605
HRES	Natural Resources (H)	Q02	Democratic/Liberal	Ideological/Single-Issue	289873
HRES	Natural Resources (H)	Q03	Leadership PACs	Ideological/Single-Issue	2248078
HRES	Natural Resources (H)	Q04	Foreign & Defense Policy	Ideological/Single-Issue	62850
HRES	Natural Resources (H)	Q05	Pro-Israel	Ideological/Single-Issue	315425
HRES	Natural Resources (H)	Q13	Gun Rights	Ideological/Single-Issue	229516
HRES	Natural Resources (H)	Q09	Human Rights	Ideological/Single-Issue	277803
HRES	Natural Resources (H)	Q14	Abortion Policy/Anti-Abortion	Ideological/Single-Issue	34000
HRES	Natural Resources (H)	Q15	Abortion Policy/Pro-Abortion Rights	Ideological/Single-Issue	35760
HRES	Natural Resources (H)	Q08	Women's Issues	Ideological/Single-Issue	59140
HRES	Natural Resources (H)	Q11	Environment	Ideological/Single-Issue	206517
HRES	Natural Resources (H)	K01	Lawyers/Law Firms	Lawyers & Lobbyists	1882334
HRES	Natural Resources (H)	K02	Lobbyists	Lawyers & Lobbyists	664613
HRES	Natural Resources (H)	P05	Misc Unions	Labor	220000
HRES	Natural Resources (H)	P04	Public Sector Unions	Labor	693307
HRES	Natural Resources (H)	P01	Building Trade Unions	Labor	624475
HRES	Natural Resources (H)	P02	Industrial Unions	Labor	431000
HRES	Natural Resources (H)	P03	Transportation Unions	Labor	795500
HRES	Natural Resources (H)	N15	Misc Manufacturing & Distributing	Misc Business	298270
HRES	Natural Resources (H)	N13	Chemical & Related Manufacturing	Misc Business	196900
HRES	Natural Resources (H)	N14	Steel Production	Misc Business	48850
HRES	Natural Resources (H)	M01	Air Transport	Transportation	447917
HRES	Natural Resources (H)	M02	Automotive	Transportation	663824
HRES	Natural Resources (H)	M03	Trucking	Transportation	247901
HRES	Natural Resources (H)	M04	Railroads	Transportation	457998
HRES	Natural Resources (H)	M05	Sea Transport	Transportation	295567
HRES	Natural Resources (H)	N08	Lodging/Tourism	Misc Business	172076
HRES	Natural Resources (H)	W06	Retired	Other	2782248
HRES	Natural Resources (H)	W03	Civil Servants/Public Officials	Other	165980
HRES	Natural Resources (H)	W02	Non-Profit Institutions	Other	126414
HRES	Natural Resources (H)	W05	Clergy & Religious Organizations	Other	17227
HRES	Natural Resources (H)	Q16	Candidate Committees	Ideological/Single-Issue	594934
HRES	Natural Resources (H)	Q12	Gun Control	Ideological/Single-Issue	0
HRES	Natural Resources (H)	N16	Textiles	Misc Business	15750
HRUL	Rules (H)	A01	Crop Production & Basic Processing	Agribusiness	143750
HRUL	Rules (H)	A02	Tobacco	Agribusiness	61148
HRUL	Rules (H)	A04	Dairy	Agribusiness	23500
HRUL	Rules (H)	A05	Poultry & Eggs	Agribusiness	24000
HRUL	Rules (H)	A06	Livestock	Agribusiness	76250
HRUL	Rules (H)	A07	Agricultural Services/Products	Agribusiness	75958
HRUL	Rules (H)	A10	Forestry & Forest Products	Agribusiness	14400
HRUL	Rules (H)	C01	General Contractors	Construction	123575
HRUL	Rules (H)	C02	Home Builders	Construction	68000
HRUL	Rules (H)	C03	Special Trade Contractors	Construction	63753
HRUL	Rules (H)	C04	Construction Services	Construction	71330
HRUL	Rules (H)	C05	Building Materials & Equipment	Construction	140450
HRUL	Rules (H)	B01	Printing & Publishing	Communications/Electronics	46450
HRUL	Rules (H)	B02	TV/Movies/Music	Communications/Electronics	88575
HRUL	Rules (H)	B09	Telecom Services	Communications/Electronics	156920
HRUL	Rules (H)	B08	Telephone Utilities	Communications/Electronics	121050
HRUL	Rules (H)	B12	Electronics Mfg & Equip	Communications/Electronics	221383
HRUL	Rules (H)	B13	Internet	Communications/Electronics	69700
HRUL	Rules (H)	D03	Misc Defense	Defense	30500
HRUL	Rules (H)	D01	Defense Aerospace	Defense	175600
HRUL	Rules (H)	D02	Defense Electronics	Defense	124025
HRUL	Rules (H)	E01	Oil & Gas	Energy & Natural Resources	403060
HRUL	Rules (H)	E04	Mining	Energy & Natural Resources	40475
HRUL	Rules (H)	E08	Electric Utilities	Energy & Natural Resources	239650
HRUL	Rules (H)	E10	Waste Management	Energy & Natural Resources	2500
HRUL	Rules (H)	F13	Misc Finance	Finance, Insurance & Real Estate	268775
HRUL	Rules (H)	F03	Commercial Banks	Finance, Insurance & Real Estate	458165
HRUL	Rules (H)	F04	Savings & Loans	Finance, Insurance & Real Estate	5400
HRUL	Rules (H)	F05	Credit Unions	Finance, Insurance & Real Estate	74800
HRUL	Rules (H)	F06	Finance/Credit Companies	Finance, Insurance & Real Estate	264650
HRUL	Rules (H)	F07	Securities & Investment	Finance, Insurance & Real Estate	593275
HRUL	Rules (H)	F09	Insurance	Finance, Insurance & Real Estate	674004
HRUL	Rules (H)	F10	Real Estate	Finance, Insurance & Real Estate	632520
HRUL	Rules (H)	F11	Accountants	Finance, Insurance & Real Estate	197452
HRUL	Rules (H)	N00	Business Associations	Misc Business	46400
HRUL	Rules (H)	A09	Food Processing & Sales	Agribusiness	90958
HRUL	Rules (H)	N01	Food & Beverage	Misc Business	168625
HRUL	Rules (H)	N02	Beer, Wine & Liquor	Misc Business	150079
HRUL	Rules (H)	N03	Retail Sales	Misc Business	296493
HRUL	Rules (H)	N04	Misc Services	Misc Business	58775
HRUL	Rules (H)	N05	Business Services	Misc Business	156086
HRUL	Rules (H)	N06	Recreation/Live Entertainment	Misc Business	61386
HRUL	Rules (H)	N07	Casinos/Gambling	Misc Business	220500
HRUL	Rules (H)	H01	Health Professionals	Health	1062578
HRUL	Rules (H)	H02	Hospitals/Nursing Homes	Health	182056
HRUL	Rules (H)	H03	Health Services/HMOs	Health	171550
HRUL	Rules (H)	H04	Pharmaceuticals/Health Products	Health	369328
HRUL	Rules (H)	W04	Education	Other	299502
HRUL	Rules (H)	Q01	Republican/Conservative	Ideological/Single-Issue	107010
HRUL	Rules (H)	Q02	Democratic/Liberal	Ideological/Single-Issue	67771
HRUL	Rules (H)	Q03	Leadership PACs	Ideological/Single-Issue	336782
HRUL	Rules (H)	Q04	Foreign & Defense Policy	Ideological/Single-Issue	20000
HRUL	Rules (H)	Q05	Pro-Israel	Ideological/Single-Issue	115293
HRUL	Rules (H)	Q13	Gun Rights	Ideological/Single-Issue	30000
HRUL	Rules (H)	Q09	Human Rights	Ideological/Single-Issue	84187
HRUL	Rules (H)	Q14	Abortion Policy/Anti-Abortion	Ideological/Single-Issue	6140
HRUL	Rules (H)	Q15	Abortion Policy/Pro-Abortion Rights	Ideological/Single-Issue	13438
HRUL	Rules (H)	Q08	Women's Issues	Ideological/Single-Issue	45114
HRUL	Rules (H)	Q11	Environment	Ideological/Single-Issue	35135
HRUL	Rules (H)	K01	Lawyers/Law Firms	Lawyers & Lobbyists	691925
HRUL	Rules (H)	K02	Lobbyists	Lawyers & Lobbyists	322916
HRUL	Rules (H)	P05	Misc Unions	Labor	67000
HRUL	Rules (H)	P04	Public Sector Unions	Labor	137000
HRUL	Rules (H)	P01	Building Trade Unions	Labor	142200
HRUL	Rules (H)	P02	Industrial Unions	Labor	121050
HRUL	Rules (H)	P03	Transportation Unions	Labor	181500
HRUL	Rules (H)	N15	Misc Manufacturing & Distributing	Misc Business	225688
HRUL	Rules (H)	N13	Chemical & Related Manufacturing	Misc Business	67050
HRUL	Rules (H)	N14	Steel Production	Misc Business	25150
HRUL	Rules (H)	M01	Air Transport	Transportation	194786
HRUL	Rules (H)	M02	Automotive	Transportation	235150
HRUL	Rules (H)	M03	Trucking	Transportation	43650
HRUL	Rules (H)	M04	Railroads	Transportation	168850
HRUL	Rules (H)	M05	Sea Transport	Transportation	7500
HRUL	Rules (H)	N08	Lodging/Tourism	Misc Business	83400
HRUL	Rules (H)	W06	Retired	Other	550857
HRUL	Rules (H)	W03	Civil Servants/Public Officials	Other	57905
HRUL	Rules (H)	W02	Non-Profit Institutions	Other	78680
HRUL	Rules (H)	W05	Clergy & Religious Organizations	Other	3750
HRUL	Rules (H)	Q16	Candidate Committees	Ideological/Single-Issue	84330
HRUL	Rules (H)	Q12	Gun Control	Ideological/Single-Issue	0
HRUL	Rules (H)	N16	Textiles	Misc Business	13500
HSCI	Science (H)	A01	Crop Production & Basic Processing	Agribusiness	613264
HSCI	Science (H)	A02	Tobacco	Agribusiness	68229
HSCI	Science (H)	A04	Dairy	Agribusiness	133017
HSCI	Science (H)	A05	Poultry & Eggs	Agribusiness	74705
HSCI	Science (H)	A06	Livestock	Agribusiness	177958
HSCI	Science (H)	A07	Agricultural Services/Products	Agribusiness	413164
HSCI	Science (H)	A10	Forestry & Forest Products	Agribusiness	245620
HSCI	Science (H)	C01	General Contractors	Construction	452500
HSCI	Science (H)	C02	Home Builders	Construction	216638
HSCI	Science (H)	C03	Special Trade Contractors	Construction	162884
HSCI	Science (H)	C04	Construction Services	Construction	501251
HSCI	Science (H)	C05	Building Materials & Equipment	Construction	324268
HSCI	Science (H)	B01	Printing & Publishing	Communications/Electronics	162745
HSCI	Science (H)	B02	TV/Movies/Music	Communications/Electronics	380593
HSCI	Science (H)	B09	Telecom Services	Communications/Electronics	413891
HSCI	Science (H)	B08	Telephone Utilities	Communications/Electronics	293654
HSCI	Science (H)	B12	Electronics Mfg & Equip	Communications/Electronics	905469
HSCI	Science (H)	B13	Internet	Communications/Electronics	309444
HSCI	Science (H)	D03	Misc Defense	Defense	285492
HSCI	Science (H)	D01	Defense Aerospace	Defense	709055
HSCI	Science (H)	D02	Defense Electronics	Defense	414006
HSCI	Science (H)	E01	Oil & Gas	Energy & Natural Resources	1034367
HSCI	Science (H)	E04	Mining	Energy & Natural Resources	71570
HSCI	Science (H)	E08	Electric Utilities	Energy & Natural Resources	630829
HSCI	Science (H)	E10	Waste Management	Energy & Natural Resources	13773
HSCI	Science (H)	F13	Misc Finance	Finance, Insurance & Real Estate	481608
HSCI	Science (H)	F03	Commercial Banks	Finance, Insurance & Real Estate	735093
HSCI	Science (H)	F04	Savings & Loans	Finance, Insurance & Real Estate	17273
HSCI	Science (H)	F05	Credit Unions	Finance, Insurance & Real Estate	170752
HSCI	Science (H)	F06	Finance/Credit Companies	Finance, Insurance & Real Estate	236021
HSCI	Science (H)	F07	Securities & Investment	Finance, Insurance & Real Estate	1493403
