committee	industry	donations
SSMA	E10	52429
SSMA	F13	1861019
SSMA	F03	998915
SSMA	F04	24141
SSMA	F05	72027
SSMA	F06	310197
SSMA	F07	5750503
SSMA	F09	2024851
SSMA	F10	4413926
SSMA	F11	566330
SSMA	N00	113933
SSMA	A09	434050
SSMA	N01	704695
SSMA	N02	384840
SSMA	N03	745270
SSMA	N04	278711
SSMA	N05	1490129
SSMA	N06	279698
SSMA	N07	197149
SSMA	H01	2375082
SSMA	H02	693854
SSMA	H03	469300
SSMA	H04	1047106
SSMA	W04	890344
SSMA	Q01	2621668
SSMA	Q02	72081
SSMA	Q03	1618727
SSMA	Q04	239119
SSMA	Q05	893723
SSMA	Q13	382541
SSMA	Q09	106015
SSMA	Q14	60151
SSMA	Q15	-1580
SSMA	Q08	45752
SSMA	Q11	46402
SSMA	K01	3843240
SSMA	K02	1292139
SSMA	P05	8100
SSMA	P04	57431
SSMA	P01	32500
SSMA	P02	16590
SSMA	P03	96814
SSMA	N15	1163382
SSMA	N13	323440
SSMA	N14	81767
SSMA	M01	576781
SSMA	M02	825418
SSMA	M03	258972
SSMA	M04	367384
SSMA	M05	292987
SSMA	N08	341490
SSMA	W06	13038026
SSMA	W03	425804
SSMA	W02	316891
SSMA	W05	92703
SSMA	Q16	107149
SSMA	Q12	3950
SSMA	N16	42350
SVET	A01	821203
SVET	A02	83387
SVET	A04	91025
SVET	A05	97893
SVET	A06	151223
SVET	A07	520294
SVET	A10	280113
SVET	C01	693103
SVET	C02	169973
SVET	C03	542931
SVET	C04	976517
SVET	C05	250003
SVET	B01	1297855
SVET	B02	1982385
SVET	B09	645361
SVET	B08	373399
SVET	B12	2734527
SVET	B13	1150282
SVET	D03	179747
SVET	D01	563642
SVET	D02	284570
SVET	E01	750231
SVET	E04	50164
SVET	E08	613983
SVET	E10	34557
SVET	F13	980500
SVET	F03	1220641
SVET	F04	25545
SVET	F05	113557
SVET	F06	289928
SVET	F07	2401487
SVET	F09	1932895
SVET	F10	2772134
SVET	F11	601021
SVET	N00	85449
SVET	A09	531774
SVET	N01	818793
SVET	N02	344461
SVET	N03	1190214
SVET	N04	691063
SVET	N05	2121173
SVET	N06	131479
SVET	N07	439147
SVET	H01	3892111
SVET	H02	1937259
SVET	H03	759728
SVET	H04	1317271
SVET	W04	7085717
SVET	Q01	79605
SVET	Q02	21430018
SVET	Q03	1602550
SVET	Q04	97911
SVET	Q05	525930
SVET	Q13	97644
SVET	Q09	421270
SVET	Q14	2741
SVET	Q15	163218
SVET	Q08	801048
SVET	Q11	305554
SVET	K01	4952007
SVET	K02	1288221
SVET	P05	143648
SVET	P04	255602
SVET	P01	121805
SVET	P02	164233
SVET	P03	247665
SVET	N15	819802
SVET	N13	364485
SVET	N14	94546
SVET	M01	892885
SVET	M02	633452
SVET	M03	188775
SVET	M04	340585
SVET	M05	330799
SVET	N08	390084
SVET	W06	5938108
SVET	W03	2556894
SVET	W02	559915
SVET	W05	216154
SVET	Q16	51032
SVET	Q12	91276
SVET	N16	43733
