committee_name	sect_ind	donations
Oversight and Government Reform (H)	Misc Business - Steel Production	113071
Oversight and Government Reform (H)	Misc Business - Textiles	44838
Oversight and Government Reform (H)	Other - Civil Servants/Public Officials	305457
Oversight and Government Reform (H)	Other - Clergy & Religious Organizations	37276
Oversight and Government Reform (H)	Other - Education	585424
Oversight and Government Reform (H)	Other - Non-Profit Institutions	223941
Oversight and Government Reform (H)	Other - Retired	4263264
Oversight and Government Reform (H)	Transportation - Air Transport	612032
Oversight and Government Reform (H)	Transportation - Automotive	802923
Oversight and Government Reform (H)	Transportation - Railroads	469565
Oversight and Government Reform (H)	Transportation - Sea Transport	72660
Oversight and Government Reform (H)	Transportation - Trucking	242970
Rules (H)	Agribusiness - Agricultural Services/Products	75958
Rules (H)	Agribusiness - Crop Production & Basic Processing	143750
Rules (H)	Agribusiness - Dairy	23500
Rules (H)	Agribusiness - Food Processing & Sales	90958
Rules (H)	Agribusiness - Forestry & Forest Products	14400
Rules (H)	Agribusiness - Livestock	76250
Rules (H)	Agribusiness - Poultry & Eggs	24000
Rules (H)	Agribusiness - Tobacco	61148
Rules (H)	Communications/Electronics - Electronics Mfg & Equip	221383
Rules (H)	Communications/Electronics - Internet	69700
Rules (H)	Communications/Electronics - Printing & Publishing	46450
Rules (H)	Communications/Electronics - TV/Movies/Music	88575
Rules (H)	Communications/Electronics - Telecom Services	156920
Rules (H)	Communications/Electronics - Telephone Utilities	121050
Rules (H)	Construction - Building Materials & Equipment	140450
Rules (H)	Construction - Construction Services	71330
Rules (H)	Construction - General Contractors	123575
Rules (H)	Construction - Home Builders	68000
Rules (H)	Construction - Special Trade Contractors	63753
Rules (H)	Defense - Defense Aerospace	175600
Rules (H)	Defense - Defense Electronics	124025
Rules (H)	Defense - Misc Defense	30500
Rules (H)	Energy & Natural Resources - Electric Utilities	239650
Rules (H)	Energy & Natural Resources - Mining	40475
Rules (H)	Energy & Natural Resources - Oil & Gas	403060
Rules (H)	Energy & Natural Resources - Waste Management	2500
Rules (H)	Finance, Insurance & Real Estate - Accountants	197452
Rules (H)	Finance, Insurance & Real Estate - Commercial Banks	458165
Rules (H)	Finance, Insurance & Real Estate - Credit Unions	74800
Rules (H)	Finance, Insurance & Real Estate - Finance/Credit Companies	264650
Rules (H)	Finance, Insurance & Real Estate - Insurance	674004
Rules (H)	Finance, Insurance & Real Estate - Misc Finance	268775
Rules (H)	Finance, Insurance & Real Estate - Real Estate	632520
Rules (H)	Finance, Insurance & Real Estate - Savings & Loans	5400
Rules (H)	Finance, Insurance & Real Estate - Securities & Investment	593275
Rules (H)	Health - Health Professionals	1062578
Rules (H)	Health - Health Services/HMOs	171550
Rules (H)	Health - Hospitals/Nursing Homes	182056
Rules (H)	Health - Pharmaceuticals/Health Products	369328
Rules (H)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	6140
Rules (H)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	13438
Rules (H)	Ideological/Single-Issue - Candidate Committees	84330
Rules (H)	Ideological/Single-Issue - Democratic/Liberal	67771
Rules (H)	Ideological/Single-Issue - Environment	35135
Rules (H)	Ideological/Single-Issue - Foreign & Defense Policy	20000
Rules (H)	Ideological/Single-Issue - Gun Control	0
Rules (H)	Ideological/Single-Issue - Gun Rights	30000
Rules (H)	Ideological/Single-Issue - Human Rights	84187
Rules (H)	Ideological/Single-Issue - Leadership PACs	336782
Rules (H)	Ideological/Single-Issue - Pro-Israel	115293
Rules (H)	Ideological/Single-Issue - Republican/Conservative	107010
Rules (H)	Ideological/Single-Issue - Women's Issues	45114
Rules (H)	Labor - Building Trade Unions	142200
Rules (H)	Labor - Industrial Unions	121050
Rules (H)	Labor - Misc Unions	67000
Rules (H)	Labor - Public Sector Unions	137000
Rules (H)	Labor - Transportation Unions	181500
Rules (H)	Lawyers & Lobbyists - Lawyers/Law Firms	691925
Rules (H)	Lawyers & Lobbyists - Lobbyists	322916
Rules (H)	Misc Business - Beer, Wine & Liquor	150079
Rules (H)	Misc Business - Business Associations	46400
Rules (H)	Misc Business - Business Services	156086
Rules (H)	Misc Business - Casinos/Gambling	220500
Rules (H)	Misc Business - Chemical & Related Manufacturing	67050
Rules (H)	Misc Business - Food & Beverage	168625
Rules (H)	Misc Business - Lodging/Tourism	83400
Rules (H)	Misc Business - Misc Manufacturing & Distributing	225688
Rules (H)	Misc Business - Misc Services	58775
Rules (H)	Misc Business - Recreation/Live Entertainment	61386
Rules (H)	Misc Business - Retail Sales	296493
Rules (H)	Misc Business - Steel Production	25150
Rules (H)	Misc Business - Textiles	13500
Rules (H)	Other - Civil Servants/Public Officials	57905
Rules (H)	Other - Clergy & Religious Organizations	3750
Rules (H)	Other - Education	299502
Rules (H)	Other - Non-Profit Institutions	78680
Rules (H)	Other - Retired	550857
Rules (H)	Transportation - Air Transport	194786
Rules (H)	Transportation - Automotive	235150
Rules (H)	Transportation - Railroads	168850
Rules (H)	Transportation - Sea Transport	7500
Rules (H)	Transportation - Trucking	43650
Rules and Administration (S)	Agribusiness - Agricultural Services/Products	603343
Rules and Administration (S)	Agribusiness - Crop Production & Basic Processing	1063051
Rules and Administration (S)	Agribusiness - Dairy	196931
Rules and Administration (S)	Agribusiness - Food Processing & Sales	507771
Rules and Administration (S)	Agribusiness - Forestry & Forest Products	254840
Rules and Administration (S)	Agribusiness - Livestock	479393
Rules and Administration (S)	Agribusiness - Poultry & Eggs	106450
Rules and Administration (S)	Agribusiness - Tobacco	98388
Rules and Administration (S)	Communications/Electronics - Electronics Mfg & Equip	1379888
Rules and Administration (S)	Communications/Electronics - Internet	517747
Rules and Administration (S)	Communications/Electronics - Printing & Publishing	486773
Rules and Administration (S)	Communications/Electronics - TV/Movies/Music	1165357
Rules and Administration (S)	Communications/Electronics - Telecom Services	605843
Rules and Administration (S)	Communications/Electronics - Telephone Utilities	280631
Rules and Administration (S)	Construction - Building Materials & Equipment	406769
Rules and Administration (S)	Construction - Construction Services	803323
Rules and Administration (S)	Construction - General Contractors	1148737
Rules and Administration (S)	Construction - Home Builders	213432
Rules and Administration (S)	Construction - Special Trade Contractors	586263
Rules and Administration (S)	Defense - Defense Aerospace	666118
Rules and Administration (S)	Defense - Defense Electronics	320102
Rules and Administration (S)	Defense - Misc Defense	251174
Rules and Administration (S)	Energy & Natural Resources - Electric Utilities	682055
Rules and Administration (S)	Energy & Natural Resources - Mining	333940
Rules and Administration (S)	Energy & Natural Resources - Oil & Gas	2017086
Rules and Administration (S)	Energy & Natural Resources - Waste Management	26861
Rules and Administration (S)	Finance, Insurance & Real Estate - Accountants	924270
Rules and Administration (S)	Finance, Insurance & Real Estate - Commercial Banks	1484238
Rules and Administration (S)	Finance, Insurance & Real Estate - Credit Unions	89882
Rules and Administration (S)	Finance, Insurance & Real Estate - Finance/Credit Companies	624629
Rules and Administration (S)	Finance, Insurance & Real Estate - Insurance	2102265
Rules and Administration (S)	Finance, Insurance & Real Estate - Misc Finance	1637759
Rules and Administration (S)	Finance, Insurance & Real Estate - Real Estate	4538239
Rules and Administration (S)	Finance, Insurance & Real Estate - Savings & Loans	23906
Rules and Administration (S)	Finance, Insurance & Real Estate - Securities & Investment	4818458
Rules and Administration (S)	Health - Health Professionals	2994340
Rules and Administration (S)	Health - Health Services/HMOs	692716
Rules and Administration (S)	Health - Hospitals/Nursing Homes	1213315
Rules and Administration (S)	Health - Pharmaceuticals/Health Products	1316201
Rules and Administration (S)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	36354
Rules and Administration (S)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	40008
Rules and Administration (S)	Ideological/Single-Issue - Candidate Committees	53289
Rules and Administration (S)	Ideological/Single-Issue - Democratic/Liberal	193614
Rules and Administration (S)	Ideological/Single-Issue - Environment	173364
Rules and Administration (S)	Ideological/Single-Issue - Foreign & Defense Policy	160800
Rules and Administration (S)	Ideological/Single-Issue - Gun Control	2566
Rules and Administration (S)	Ideological/Single-Issue - Gun Rights	410239
Rules and Administration (S)	Ideological/Single-Issue - Human Rights	236349
Rules and Administration (S)	Ideological/Single-Issue - Leadership PACs	1393114
Rules and Administration (S)	Ideological/Single-Issue - Pro-Israel	1052663
Rules and Administration (S)	Ideological/Single-Issue - Republican/Conservative	3613749
Rules and Administration (S)	Ideological/Single-Issue - Women's Issues	68817
Rules and Administration (S)	Labor - Building Trade Unions	118941
Rules and Administration (S)	Labor - Industrial Unions	103389
Rules and Administration (S)	Labor - Misc Unions	35734
Rules and Administration (S)	Labor - Public Sector Unions	209475
Rules and Administration (S)	Labor - Transportation Unions	161977
Rules and Administration (S)	Lawyers & Lobbyists - Lawyers/Law Firms	5011645
Rules and Administration (S)	Lawyers & Lobbyists - Lobbyists	1490382
Rules and Administration (S)	Misc Business - Beer, Wine & Liquor	497272
Rules and Administration (S)	Misc Business - Business Associations	72674
Rules and Administration (S)	Misc Business - Business Services	1465320
Rules and Administration (S)	Misc Business - Casinos/Gambling	250380
Rules and Administration (S)	Misc Business - Chemical & Related Manufacturing	407314
Rules and Administration (S)	Misc Business - Food & Beverage	631750
Rules and Administration (S)	Misc Business - Lodging/Tourism	448401
Rules and Administration (S)	Misc Business - Misc Manufacturing & Distributing	1217834
Rules and Administration (S)	Misc Business - Misc Services	373056
Rules and Administration (S)	Misc Business - Recreation/Live Entertainment	253513
Rules and Administration (S)	Misc Business - Retail Sales	891698
Rules and Administration (S)	Misc Business - Steel Production	158491
Rules and Administration (S)	Misc Business - Textiles	52854
Rules and Administration (S)	Other - Civil Servants/Public Officials	928633
Rules and Administration (S)	Other - Clergy & Religious Organizations	274464
Rules and Administration (S)	Other - Education	1169034
Rules and Administration (S)	Other - Non-Profit Institutions	436019
Rules and Administration (S)	Other - Retired	15802201
Rules and Administration (S)	Transportation - Air Transport	726211
Rules and Administration (S)	Transportation - Automotive	703931
Rules and Administration (S)	Transportation - Railroads	334162
Rules and Administration (S)	Transportation - Sea Transport	204123
Rules and Administration (S)	Transportation - Trucking	329018
Science (H)	Agribusiness - Agricultural Services/Products	413164
Science (H)	Agribusiness - Crop Production & Basic Processing	613264
Science (H)	Agribusiness - Dairy	133017
Science (H)	Agribusiness - Food Processing & Sales	235433
Science (H)	Agribusiness - Forestry & Forest Products	245620
Science (H)	Agribusiness - Livestock	177958
Science (H)	Agribusiness - Poultry & Eggs	74705
Science (H)	Agribusiness - Tobacco	68229
Science (H)	Communications/Electronics - Electronics Mfg & Equip	905469
Science (H)	Communications/Electronics - Internet	309444
Science (H)	Communications/Electronics - Printing & Publishing	162745
Science (H)	Communications/Electronics - TV/Movies/Music	380593
Science (H)	Communications/Electronics - Telecom Services	413891
Science (H)	Communications/Electronics - Telephone Utilities	293654
Science (H)	Construction - Building Materials & Equipment	324268
Science (H)	Construction - Construction Services	501251
Science (H)	Construction - General Contractors	452500
Science (H)	Construction - Home Builders	216638
Science (H)	Construction - Special Trade Contractors	162884
Science (H)	Defense - Defense Aerospace	709055
Science (H)	Defense - Defense Electronics	414006
Science (H)	Defense - Misc Defense	285492
Science (H)	Energy & Natural Resources - Electric Utilities	630829
Science (H)	Energy & Natural Resources - Mining	71570
Science (H)	Energy & Natural Resources - Oil & Gas	1034367
Science (H)	Energy & Natural Resources - Waste Management	13773
Science (H)	Finance, Insurance & Real Estate - Accountants	608779
Science (H)	Finance, Insurance & Real Estate - Commercial Banks	735093
Science (H)	Finance, Insurance & Real Estate - Credit Unions	170752
Science (H)	Finance, Insurance & Real Estate - Finance/Credit Companies	236021
Science (H)	Finance, Insurance & Real Estate - Insurance	1250223
Science (H)	Finance, Insurance & Real Estate - Misc Finance	481608
Science (H)	Finance, Insurance & Real Estate - Real Estate	1810176
Science (H)	Finance, Insurance & Real Estate - Savings & Loans	17273
Science (H)	Finance, Insurance & Real Estate - Securities & Investment	1493403
Science (H)	Health - Health Professionals	1744124
Science (H)	Health - Health Services/HMOs	291198
Science (H)	Health - Hospitals/Nursing Homes	314816
Science (H)	Health - Pharmaceuticals/Health Products	628627
Science (H)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	23300
Science (H)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	59625
Science (H)	Ideological/Single-Issue - Candidate Committees	481380
Science (H)	Ideological/Single-Issue - Democratic/Liberal	1325748
Science (H)	Ideological/Single-Issue - Environment	162635
Science (H)	Ideological/Single-Issue - Foreign & Defense Policy	48520
Science (H)	Ideological/Single-Issue - Gun Control	6340
Science (H)	Ideological/Single-Issue - Gun Rights	140367
Science (H)	Ideological/Single-Issue - Human Rights	400045
Science (H)	Ideological/Single-Issue - Leadership PACs	1781483
Science (H)	Ideological/Single-Issue - Pro-Israel	365802
Science (H)	Ideological/Single-Issue - Republican/Conservative	411941
Science (H)	Ideological/Single-Issue - Women's Issues	626220
Science (H)	Labor - Building Trade Unions	406580
Science (H)	Labor - Industrial Unions	292165
Science (H)	Labor - Misc Unions	157770
Science (H)	Labor - Public Sector Unions	437563
Science (H)	Labor - Transportation Unions	550790
Science (H)	Lawyers & Lobbyists - Lawyers/Law Firms	2079330
Science (H)	Lawyers & Lobbyists - Lobbyists	768443
Science (H)	Misc Business - Beer, Wine & Liquor	495718
Science (H)	Misc Business - Business Associations	78069
Science (H)	Misc Business - Business Services	588061
Science (H)	Misc Business - Casinos/Gambling	152423
Science (H)	Misc Business - Chemical & Related Manufacturing	301549
Science (H)	Misc Business - Food & Beverage	290049
Science (H)	Misc Business - Lodging/Tourism	223585
Science (H)	Misc Business - Misc Manufacturing & Distributing	632728
Science (H)	Misc Business - Misc Services	174722
Science (H)	Misc Business - Recreation/Live Entertainment	132189
Science (H)	Misc Business - Retail Sales	426390
Science (H)	Misc Business - Steel Production	79261
Science (H)	Misc Business - Textiles	12041
Science (H)	Other - Civil Servants/Public Officials	240662
Science (H)	Other - Clergy & Religious Organizations	23987
Science (H)	Other - Education	554327
Science (H)	Other - Non-Profit Institutions	321753
Science (H)	Other - Retired	2600084
Science (H)	Transportation - Air Transport	685259
Science (H)	Transportation - Automotive	655093
Science (H)	Transportation - Railroads	436440
Science (H)	Transportation - Sea Transport	109475
Science (H)	Transportation - Trucking	113961
Small Business (H)	Agribusiness - Agricultural Services/Products	205991
Small Business (H)	Agribusiness - Crop Production & Basic Processing	402879
Small Business (H)	Agribusiness - Dairy	50173
Small Business (H)	Agribusiness - Food Processing & Sales	142400
Small Business (H)	Agribusiness - Forestry & Forest Products	73925
Small Business (H)	Agribusiness - Livestock	160775
Small Business (H)	Agribusiness - Poultry & Eggs	27000
Small Business (H)	Agribusiness - Tobacco	54480
Small Business (H)	Communications/Electronics - Electronics Mfg & Equip	217242
Small Business (H)	Communications/Electronics - Internet	87650
Small Business (H)	Communications/Electronics - Printing & Publishing	28125
Small Business (H)	Communications/Electronics - TV/Movies/Music	127250
Small Business (H)	Communications/Electronics - Telecom Services	248650
Small Business (H)	Communications/Electronics - Telephone Utilities	175200
Small Business (H)	Construction - Building Materials & Equipment	271595
Small Business (H)	Construction - Construction Services	192348
Small Business (H)	Construction - General Contractors	399697
Small Business (H)	Construction - Home Builders	124382
Small Business (H)	Construction - Special Trade Contractors	164233
Small Business (H)	Defense - Defense Aerospace	158175
Small Business (H)	Defense - Defense Electronics	98025
Small Business (H)	Defense - Misc Defense	47650
Small Business (H)	Energy & Natural Resources - Electric Utilities	397024
Small Business (H)	Energy & Natural Resources - Mining	60200
Small Business (H)	Energy & Natural Resources - Oil & Gas	586546
Small Business (H)	Energy & Natural Resources - Waste Management	14575
Small Business (H)	Finance, Insurance & Real Estate - Accountants	319872
Small Business (H)	Finance, Insurance & Real Estate - Commercial Banks	612675
Small Business (H)	Finance, Insurance & Real Estate - Credit Unions	73500
Small Business (H)	Finance, Insurance & Real Estate - Finance/Credit Companies	236950
Small Business (H)	Finance, Insurance & Real Estate - Insurance	1052628
Small Business (H)	Finance, Insurance & Real Estate - Misc Finance	310245
Small Business (H)	Finance, Insurance & Real Estate - Real Estate	1129465
Small Business (H)	Finance, Insurance & Real Estate - Savings & Loans	12350
Small Business (H)	Finance, Insurance & Real Estate - Securities & Investment	859765
Small Business (H)	Health - Health Professionals	608094
Small Business (H)	Health - Health Services/HMOs	144825
Small Business (H)	Health - Hospitals/Nursing Homes	155882
Small Business (H)	Health - Pharmaceuticals/Health Products	153968
Small Business (H)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	11060
Small Business (H)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	17267
Small Business (H)	Ideological/Single-Issue - Candidate Committees	538154
Small Business (H)	Ideological/Single-Issue - Democratic/Liberal	13266
Small Business (H)	Ideological/Single-Issue - Environment	21400
Small Business (H)	Ideological/Single-Issue - Foreign & Defense Policy	162349
Small Business (H)	Ideological/Single-Issue - Gun Control	0
Small Business (H)	Ideological/Single-Issue - Gun Rights	142898
Small Business (H)	Ideological/Single-Issue - Human Rights	56790
Small Business (H)	Ideological/Single-Issue - Leadership PACs	1921395
Small Business (H)	Ideological/Single-Issue - Pro-Israel	240400
Small Business (H)	Ideological/Single-Issue - Republican/Conservative	501371
Small Business (H)	Ideological/Single-Issue - Women's Issues	19150
Small Business (H)	Labor - Building Trade Unions	270800
Small Business (H)	Labor - Industrial Unions	170625
Small Business (H)	Labor - Misc Unions	93700
Small Business (H)	Labor - Public Sector Unions	240000
Small Business (H)	Labor - Transportation Unions	247500
Small Business (H)	Lawyers & Lobbyists - Lawyers/Law Firms	750976
Small Business (H)	Lawyers & Lobbyists - Lobbyists	323398
Small Business (H)	Misc Business - Beer, Wine & Liquor	216022
Small Business (H)	Misc Business - Business Associations	123550
Small Business (H)	Misc Business - Business Services	214361
Small Business (H)	Misc Business - Casinos/Gambling	168834
Small Business (H)	Misc Business - Chemical & Related Manufacturing	73700
Small Business (H)	Misc Business - Food & Beverage	283253
Small Business (H)	Misc Business - Lodging/Tourism	118116
Small Business (H)	Misc Business - Misc Manufacturing & Distributing	340971
Small Business (H)	Misc Business - Misc Services	61660
Small Business (H)	Misc Business - Recreation/Live Entertainment	71300
Small Business (H)	Misc Business - Retail Sales	247137
Small Business (H)	Misc Business - Steel Production	58425
Small Business (H)	Misc Business - Textiles	16200
Small Business (H)	Other - Civil Servants/Public Officials	69886
Small Business (H)	Other - Clergy & Religious Organizations	7618
Small Business (H)	Other - Education	145526
Small Business (H)	Other - Non-Profit Institutions	51791
Small Business (H)	Other - Retired	1220536
Small Business (H)	Transportation - Air Transport	291385
Small Business (H)	Transportation - Automotive	437668
Small Business (H)	Transportation - Railroads	196849
Small Business (H)	Transportation - Sea Transport	69050
Small Business (H)	Transportation - Trucking	115835
Small Business and Entrepreneurship (S)	Agribusiness - Agricultural Services/Products	334360
Small Business and Entrepreneurship (S)	Agribusiness - Crop Production & Basic Processing	674888
Small Business and Entrepreneurship (S)	Agribusiness - Dairy	61472
Small Business and Entrepreneurship (S)	Agribusiness - Food Processing & Sales	434050
Small Business and Entrepreneurship (S)	Agribusiness - Forestry & Forest Products	164410
Small Business and Entrepreneurship (S)	Agribusiness - Livestock	191561
Small Business and Entrepreneurship (S)	Agribusiness - Poultry & Eggs	50700
Small Business and Entrepreneurship (S)	Agribusiness - Tobacco	131251
Small Business and Entrepreneurship (S)	Communications/Electronics - Electronics Mfg & Equip	978514
Small Business and Entrepreneurship (S)	Communications/Electronics - Internet	347255
Small Business and Entrepreneurship (S)	Communications/Electronics - Printing & Publishing	365411
Small Business and Entrepreneurship (S)	Communications/Electronics - TV/Movies/Music	526630
Small Business and Entrepreneurship (S)	Communications/Electronics - Telecom Services	480719
Small Business and Entrepreneurship (S)	Communications/Electronics - Telephone Utilities	236686
Small Business and Entrepreneurship (S)	Construction - Building Materials & Equipment	530699
Small Business and Entrepreneurship (S)	Construction - Construction Services	487603
Small Business and Entrepreneurship (S)	Construction - General Contractors	857675
Small Business and Entrepreneurship (S)	Construction - Home Builders	222014
Small Business and Entrepreneurship (S)	Construction - Special Trade Contractors	413984
Small Business and Entrepreneurship (S)	Defense - Defense Aerospace	276983
Small Business and Entrepreneurship (S)	Defense - Defense Electronics	263045
Small Business and Entrepreneurship (S)	Defense - Misc Defense	177575
Small Business and Entrepreneurship (S)	Energy & Natural Resources - Electric Utilities	633333
Small Business and Entrepreneurship (S)	Energy & Natural Resources - Mining	219752
Small Business and Entrepreneurship (S)	Energy & Natural Resources - Oil & Gas	1557906
Small Business and Entrepreneurship (S)	Energy & Natural Resources - Waste Management	52429
Small Business and Entrepreneurship (S)	Finance, Insurance & Real Estate - Accountants	566330
Small Business and Entrepreneurship (S)	Finance, Insurance & Real Estate - Commercial Banks	998915
Small Business and Entrepreneurship (S)	Finance, Insurance & Real Estate - Credit Unions	72027
Small Business and Entrepreneurship (S)	Finance, Insurance & Real Estate - Finance/Credit Companies	310197
Small Business and Entrepreneurship (S)	Finance, Insurance & Real Estate - Insurance	2024851
Small Business and Entrepreneurship (S)	Finance, Insurance & Real Estate - Misc Finance	1861019
Small Business and Entrepreneurship (S)	Finance, Insurance & Real Estate - Real Estate	4413926
Small Business and Entrepreneurship (S)	Finance, Insurance & Real Estate - Savings & Loans	24141
Small Business and Entrepreneurship (S)	Finance, Insurance & Real Estate - Securities & Investment	5750503
Small Business and Entrepreneurship (S)	Health - Health Professionals	2375082
Small Business and Entrepreneurship (S)	Health - Health Services/HMOs	469300
Small Business and Entrepreneurship (S)	Health - Hospitals/Nursing Homes	693854
Small Business and Entrepreneurship (S)	Health - Pharmaceuticals/Health Products	1047106
Small Business and Entrepreneurship (S)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	60151
Small Business and Entrepreneurship (S)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	-1580
Small Business and Entrepreneurship (S)	Ideological/Single-Issue - Candidate Committees	107149
Small Business and Entrepreneurship (S)	Ideological/Single-Issue - Democratic/Liberal	72081
Small Business and Entrepreneurship (S)	Ideological/Single-Issue - Environment	46402
Small Business and Entrepreneurship (S)	Ideological/Single-Issue - Foreign & Defense Policy	239119
Small Business and Entrepreneurship (S)	Ideological/Single-Issue - Gun Control	3950
Small Business and Entrepreneurship (S)	Ideological/Single-Issue - Gun Rights	382541
Small Business and Entrepreneurship (S)	Ideological/Single-Issue - Human Rights	106015
Small Business and Entrepreneurship (S)	Ideological/Single-Issue - Leadership PACs	1618727
Small Business and Entrepreneurship (S)	Ideological/Single-Issue - Pro-Israel	893723
Small Business and Entrepreneurship (S)	Ideological/Single-Issue - Republican/Conservative	2621668
Small Business and Entrepreneurship (S)	Ideological/Single-Issue - Women's Issues	45752
Small Business and Entrepreneurship (S)	Labor - Building Trade Unions	32500
Small Business and Entrepreneurship (S)	Labor - Industrial Unions	16590
Small Business and Entrepreneurship (S)	Labor - Misc Unions	8100
Small Business and Entrepreneurship (S)	Labor - Public Sector Unions	57431
Small Business and Entrepreneurship (S)	Labor - Transportation Unions	96814
Small Business and Entrepreneurship (S)	Lawyers & Lobbyists - Lawyers/Law Firms	3843240
Small Business and Entrepreneurship (S)	Lawyers & Lobbyists - Lobbyists	1292139
Small Business and Entrepreneurship (S)	Misc Business - Beer, Wine & Liquor	384840
Small Business and Entrepreneurship (S)	Misc Business - Business Associations	113933
Small Business and Entrepreneurship (S)	Misc Business - Business Services	1490129
Small Business and Entrepreneurship (S)	Misc Business - Casinos/Gambling	197149
Small Business and Entrepreneurship (S)	Misc Business - Chemical & Related Manufacturing	323440
Small Business and Entrepreneurship (S)	Misc Business - Food & Beverage	704695
Small Business and Entrepreneurship (S)	Misc Business - Lodging/Tourism	341490
Small Business and Entrepreneurship (S)	Misc Business - Misc Manufacturing & Distributing	1163382
Small Business and Entrepreneurship (S)	Misc Business - Misc Services	278711
Small Business and Entrepreneurship (S)	Misc Business - Recreation/Live Entertainment	279698
Small Business and Entrepreneurship (S)	Misc Business - Retail Sales	745270
Small Business and Entrepreneurship (S)	Misc Business - Steel Production	81767
Small Business and Entrepreneurship (S)	Misc Business - Textiles	42350
Small Business and Entrepreneurship (S)	Other - Civil Servants/Public Officials	425804
Small Business and Entrepreneurship (S)	Other - Clergy & Religious Organizations	92703
Small Business and Entrepreneurship (S)	Other - Education	890344
Small Business and Entrepreneurship (S)	Other - Non-Profit Institutions	316891
Small Business and Entrepreneurship (S)	Other - Retired	13038026
Small Business and Entrepreneurship (S)	Transportation - Air Transport	576781
Small Business and Entrepreneurship (S)	Transportation - Automotive	825418
Small Business and Entrepreneurship (S)	Transportation - Railroads	367384
Small Business and Entrepreneurship (S)	Transportation - Sea Transport	292987
Small Business and Entrepreneurship (S)	Transportation - Trucking	258972
Transportation and Infrastructure (H)	Agribusiness - Agricultural Services/Products	835351
Transportation and Infrastructure (H)	Agribusiness - Crop Production & Basic Processing	1530002
Transportation and Infrastructure (H)	Agribusiness - Dairy	243599
Transportation and Infrastructure (H)	Agribusiness - Food Processing & Sales	475592
Transportation and Infrastructure (H)	Agribusiness - Forestry & Forest Products	301438
Transportation and Infrastructure (H)	Agribusiness - Livestock	257169
Transportation and Infrastructure (H)	Agribusiness - Poultry & Eggs	119108
Transportation and Infrastructure (H)	Agribusiness - Tobacco	162872
Transportation and Infrastructure (H)	Communications/Electronics - Electronics Mfg & Equip	661585
Transportation and Infrastructure (H)	Communications/Electronics - Internet	386354
Transportation and Infrastructure (H)	Communications/Electronics - Printing & Publishing	383814
Transportation and Infrastructure (H)	Communications/Electronics - TV/Movies/Music	653452
Transportation and Infrastructure (H)	Communications/Electronics - Telecom Services	642329
Transportation and Infrastructure (H)	Communications/Electronics - Telephone Utilities	551089
Transportation and Infrastructure (H)	Construction - Building Materials & Equipment	1268091
Transportation and Infrastructure (H)	Construction - Construction Services	1491197
Transportation and Infrastructure (H)	Construction - General Contractors	1126589
Transportation and Infrastructure (H)	Construction - Home Builders	138576
Transportation and Infrastructure (H)	Construction - Special Trade Contractors	519038
Transportation and Infrastructure (H)	Defense - Defense Aerospace	475023
Transportation and Infrastructure (H)	Defense - Defense Electronics	351928
Transportation and Infrastructure (H)	Defense - Misc Defense	265429
Transportation and Infrastructure (H)	Energy & Natural Resources - Electric Utilities	1072106
Transportation and Infrastructure (H)	Energy & Natural Resources - Mining	151852
Transportation and Infrastructure (H)	Energy & Natural Resources - Oil & Gas	1792375
Transportation and Infrastructure (H)	Energy & Natural Resources - Waste Management	41124
Transportation and Infrastructure (H)	Finance, Insurance & Real Estate - Accountants	685135
Transportation and Infrastructure (H)	Finance, Insurance & Real Estate - Commercial Banks	787365
Transportation and Infrastructure (H)	Finance, Insurance & Real Estate - Credit Unions	236951
Transportation and Infrastructure (H)	Finance, Insurance & Real Estate - Finance/Credit Companies	209514
Transportation and Infrastructure (H)	Finance, Insurance & Real Estate - Insurance	2091732
Transportation and Infrastructure (H)	Finance, Insurance & Real Estate - Misc Finance	728622
Transportation and Infrastructure (H)	Finance, Insurance & Real Estate - Real Estate	3501968
Transportation and Infrastructure (H)	Finance, Insurance & Real Estate - Savings & Loans	9269
Transportation and Infrastructure (H)	Finance, Insurance & Real Estate - Securities & Investment	2756178
Transportation and Infrastructure (H)	Health - Health Professionals	2454654
Transportation and Infrastructure (H)	Health - Health Services/HMOs	495914
Transportation and Infrastructure (H)	Health - Hospitals/Nursing Homes	676554
Transportation and Infrastructure (H)	Health - Pharmaceuticals/Health Products	943867
Transportation and Infrastructure (H)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	44635
Transportation and Infrastructure (H)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	136255
Transportation and Infrastructure (H)	Ideological/Single-Issue - Candidate Committees	1308337
Transportation and Infrastructure (H)	Ideological/Single-Issue - Democratic/Liberal	1820172
Transportation and Infrastructure (H)	Ideological/Single-Issue - Environment	256046
